"TAXON","LONGITUDE","LATITUDE"
"ProteLauri",19.14944,-32.63333
"ProteNitid",19.14944,-32.63333
"ProteLauri",19.25167,-32.63333
"ProteLauri",19.15639,-32.63306
"ProteNitid",19.15639,-32.63306
"ProteNitid",19.16028,-32.63306
"ProteLauri",19.31667,-32.6325
"ProteNitid",19.31667,-32.6325
"ProteLauri",19.3325,-32.6325
"ProteNitid",19.3325,-32.6325
"ProteLauri",19.34056,-32.6325
"ProteLauri",19.35056,-32.6325
"ProteAcaul",19.15972,-32.63194
"ProteLauri",19.27056,-32.63167
"ProteNitid",18.96361,-32.63139
"ProteLauri",19.20056,-32.63111
"ProteNitid",19.20056,-32.63111
"ProteLauri",19.24583,-32.63083
"ProteNitid",19.24583,-32.63083
"ProteLauri",19.32389,-32.63056
"ProteNitid",19.32389,-32.63056
"ProteLauri",19.35472,-32.63056
"ProteLauri",19.13861,-32.62972
"ProteNitid",19.13861,-32.62972
"ProteLauri",19.10583,-32.62944
"ProteNitid",19.10583,-32.62944
"ProteNitid",19.13361,-32.62944
"ProteLauri",19.24083,-32.62944
"ProteLauri",19.14056,-32.62861
"ProteNitid",19.14056,-32.62861
"ProteNitid",19.30889,-32.62861
"ProteLauri",19.32056,-32.62861
"ProteNitid",19.32056,-32.62861
"ProteLauri",19.34333,-32.62861
"ProteLauri",19.35472,-32.62861
"ProteLaevi",19.23694,-32.62806
"ProteLauri",19.23694,-32.62806
"ProteNitid",19.23694,-32.62806
"ProteNitid",19.24139,-32.62806
"ProteLauri",19.28056,-32.62778
"ProteLauri",18.77389,-32.6275
"EhrhaCapen",19.14889,-32.62722
"MayteOleoi",19.14889,-32.62722
"PentaColor",19.14889,-32.62722
"PentaErios",19.14889,-32.62722
"ProteAcaul",19.14889,-32.62722
"ProteNitid",19.14889,-32.62722
"RestiTriti",19.14889,-32.62722
"WilldAresc",19.14889,-32.62722
"ProteAcaul",19.16611,-32.62722
"ProteLauri",19.16611,-32.62722
"ProteNitid",19.16611,-32.62722
"ProteLauri",19.3625,-32.62722
"ProteLauri",19.36889,-32.62722
"ProteAcaul",19.15833,-32.62694
"ProteLauri",19.15833,-32.62694
"ProteNitid",19.15833,-32.62694
"ProteLauri",19.22333,-32.62639
"ProteAcaul",18.58472,-32.62611
"ProteLauri",18.58472,-32.62611
"ProteNitid",18.58472,-32.62611
"ProteLauri",19.33111,-32.62611
"ProteLauri",19.19611,-32.62583
"ProteNitid",19.19611,-32.62583
"ProteLauri",19.30667,-32.62556
"ProteLauri",19.32833,-32.62556
"ProteLauri",19.335,-32.62556
"ProteAcaul",19.15417,-32.62528
"ProteLauri",19.15417,-32.62528
"ProteNitid",19.15417,-32.62528
"ProteLauri",19.125,-32.625
"ProteNitid",19.125,-32.625
"ProteNitid",19.30278,-32.625
"ProteLauri",19.34056,-32.625
"BerzeLanug",19.375,-32.625
"CalopPanic",19.375,-32.625
"GnidiGemin",19.375,-32.625
"OederSedif",19.375,-32.625
"PentaErios",19.375,-32.625
"PteroCamph",19.375,-32.625
"ProteGlabr",19.4275,-32.625
"ProteLauri",18.96889,-32.62472
"ProteNitid",18.96889,-32.62472
"ProteLauri",19.04944,-32.62472
"ProteNitid",19.14944,-32.62472
"ProteLauri",19.15389,-32.62472
"ProteNitid",19.15389,-32.62472
"ProteLauri",19.36972,-32.62472
"ProteLauri",19.19472,-32.62444
"ProteNitid",19.19472,-32.62444
"ProteLauri",19.14028,-32.62417
"ProteNitid",19.14028,-32.62417
"ProteLauri",19.14611,-32.62417
"ProteLauri",19.16444,-32.62389
"ProteNitid",19.16444,-32.62389
"ProteNitid",19.29583,-32.62389
"ProteLauri",19.35389,-32.62389
"ProteLauri",19.33556,-32.62361
"ProteLaevi",19.22778,-32.62278
"ProteLauri",19.22778,-32.62278
"ProteLauri",18.97611,-32.6225
"ProteNitid",18.97611,-32.6225
"ProteLauri",19.30278,-32.6225
"ProteLauri",19.31667,-32.6225
"ProteLauri",19.32111,-32.6225
"ProteLauri",19.34417,-32.6225
"ProteLauri",19.23528,-32.62139
"ProteNitid",19.23528,-32.62139
"ProteLauri",19.1275,-32.62111
"ProteNitid",19.1275,-32.62111
"ProteLaevi",19.21889,-32.62111
"ProteLauri",19.21889,-32.62111
"ProteLaevi",19.25361,-32.62111
"ProteLauri",19.25361,-32.62111
"ProteLauri",19.30583,-32.62111
"ProteLauri",19.30944,-32.62111
"ProteLauri",19.325,-32.62111
"ProteLauri",19.37417,-32.62111
"ProteGlabr",19.41944,-32.62056
"ProteAcaul",19.29944,-32.62
"ProteLauri",19.19556,-32.61972
"ProteNitid",19.19556,-32.61972
"ProteLauri",18.98,-32.61944
"ProteNitid",18.98,-32.61944
"ProteAcaul",19.20472,-32.61944
"ProteLauri",19.29667,-32.61944
"ProteGlabr",19.425,-32.61944
"ProteNitid",19.30833,-32.61917
"ProteLauri",19.36528,-32.61917
"ProteLauri",19.31083,-32.61889
"ProteLauri",19.3625,-32.61889
"ProteAcaul",19.12944,-32.61861
"ProteLauri",19.12944,-32.61861
"ProteNitid",19.12944,-32.61861
"ProteLauri",19.14139,-32.61833
"ProteNitid",19.14139,-32.61833
"ProteLauri",19.14944,-32.61806
"ProteNitid",19.14944,-32.61806
"ProteAcaul",19.19333,-32.61806
"ProteLauri",19.19333,-32.61806
"ProteNitid",19.19333,-32.61806
"ProteLaevi",19.22056,-32.61778
"ProteLauri",19.22056,-32.61778
"ProteLauri",19.33611,-32.6175
"ProteLauri",19.35278,-32.6175
"ProteLauri",19.35833,-32.6175
"ProteLaevi",19.22889,-32.61694
"ProteLauri",19.22889,-32.61694
"ProteLauri",19.1625,-32.61667
"ProteNitid",19.1625,-32.61667
"ProteLauri",19.31667,-32.61667
"ProteLauri",19.29139,-32.61639
"ProteGlabr",19.42361,-32.61639
"ProteLauri",19.3,-32.61583
"ProteLauri",19.30889,-32.61583
"ProteAcaul",19.14861,-32.61556
"ProteLauri",19.14667,-32.615
"ProteNitid",19.14667,-32.615
"ProteLauri",19.15472,-32.61417
"ProteLauri",19.28361,-32.61417
"ProteLauri",19.31667,-32.61417
"ProteNitid",19.41611,-32.61417
"ProteLauri",19.24056,-32.61361
"ProtePunct",19.24056,-32.61361
"ProteLauri",18.535,-32.61333
"ProteLauri",19.05028,-32.61278
"ProteLauri",19.32389,-32.61278
"ProteLauri",19.33111,-32.61278
"ProteLaevi",19.21556,-32.61194
"ProteLauri",19.29667,-32.61139
"ProteLauri",18.51444,-32.61056
"ProteGlabr",19.41444,-32.61028
"ProteLauri",19.41444,-32.61028
"ProteLauri",19.15028,-32.61
"ProteNitid",19.15028,-32.61
"ProteLauri",19.24278,-32.60972
"ProteLauri",19.0525,-32.60889
"ProteNitid",19.0525,-32.60889
"ProteLauri",19.27833,-32.60889
"ProteNitid",19.27833,-32.60889
"ProteLauri",19.28861,-32.60889
"ProteNitid",19.28861,-32.60889
"ProteAcaul",19.24167,-32.60833
"ProteLauri",19.29417,-32.60833
"ProteNitid",19.29417,-32.60833
"ProteGlabr",19.40667,-32.60833
"ProteAcaul",19.14361,-32.60806
"ProteLauri",19.14361,-32.60806
"ProteNitid",19.14361,-32.60806
"ProteLauri",19.14778,-32.6075
"ProteNitid",19.14778,-32.6075
"ProteAcaul",19.15361,-32.6075
"ProteAcaul",19.20028,-32.6075
"ProteLaevi",19.20028,-32.6075
"ProteAcaul",19.21528,-32.60722
"ProteLaevi",19.22806,-32.60722
"ProteLauri",19.26944,-32.60722
"ProteLauri",19.31667,-32.60722
"ProteLauri",18.54722,-32.60694
"ProteLauri",19.045,-32.60694
"ProteLauri",19.08333,-32.60667
"ProteNitid",19.08333,-32.60667
"ProteGlabr",19.41694,-32.60639
"ProteAcaul",19.19944,-32.60611
"ProteLauri",19.30389,-32.60611
"ProteNitid",19.30389,-32.60611
"ProteLauri",19.32833,-32.60611
"ProteLauri",19.27389,-32.60528
"ProteNitid",19.27389,-32.60528
"ProteGlabr",19.42361,-32.60472
"ProteLauri",19.2775,-32.60444
"ProteLauri",19.29417,-32.60444
"ProteNitid",19.29417,-32.60444
"ProteLauri",19.19083,-32.60389
"ProteLauri",19.27194,-32.60389
"ProteLauri",19.145,-32.60306
"ProteNitid",19.145,-32.60306
"ProteNitid",19.32056,-32.60306
"ProteLauri",19.33111,-32.60306
"ProteNitid",19.33111,-32.60306
"ProteAcaul",19.15111,-32.60278
"ProteLauri",19.15111,-32.60278
"ProteNitid",19.15111,-32.60278
"ProteGlabr",19.40583,-32.60278
"ProteAcaul",19.14,-32.60222
"ProteLauri",19.14,-32.60222
"ProteNitid",19.14,-32.60222
"ProteLauri",19.03972,-32.60139
"ProteLauri",19.06083,-32.60139
"ProteNitid",19.27194,-32.60139
"ProteLauri",19.30889,-32.60139
"ProteLauri",19.32056,-32.60139
"ProteGlabr",19.4,-32.60139
"ProteGlabr",19.41694,-32.60139
"ProteNitid",19.23417,-32.60083
"ProteNitid",19.26944,-32.60056
"ProtePunct",19.26944,-32.60056
"ProteLauri",19.27194,-32.6
"ProteNitid",19.27194,-32.6
"ProteLauri",19.30389,-32.6
"ProteNitid",19.30389,-32.6
"ProteLauri",19.325,-32.6
"ProteAcaul",19.135,-32.5975
"ProteLauri",19.135,-32.5975
"ProteLauri",19.06306,-32.59611
"ProteNitid",19.06306,-32.59611
"ProteLauri",19.27472,-32.59528
"ProteLauri",19.05944,-32.59472
"ProteAcaul",19.12361,-32.59361
"ProteLauri",19.12361,-32.59361
"ProteNitid",19.12361,-32.59361
"ProteLauri",19.22722,-32.59333
"ProteLauri",19.27917,-32.59333
"ProteLauri",19.28333,-32.59333
"ProteLauri",19.28639,-32.59333
"ProteLaevi",19.22333,-32.59306
"ProteLauri",19.33639,-32.59306
"ProteGlabr",19.40583,-32.59306
"ProteLauri",19.13111,-32.59222
"ProteNitid",19.13111,-32.59222
"ProteLaevi",19.21389,-32.59222
"ProteGlabr",19.41083,-32.59139
"ProteLauri",19.235,-32.59083
"ProteLauri",19.21889,-32.59
"ProteLauri",19.29306,-32.59
"ProteLauri",19.22083,-32.58889
"ProtePunct",19.22083,-32.58889
"ProteAcaul",19.22222,-32.58889
"ProteLauri",19.11944,-32.58833
"ProteNitid",19.11944,-32.58833
"ProteLauri",19.27306,-32.58778
"ProteLauri",19.30139,-32.58778
"ProteAcaul",19.1275,-32.58722
"ProteLauri",19.1275,-32.58722
"ProteNitid",19.1275,-32.58722
"ProteAcaul",19.20833,-32.58722
"ProteLauri",19.20833,-32.58722
"ProteLaevi",19.20972,-32.58722
"ProtePunct",19.22806,-32.58722
"ProteLauri",19.24083,-32.58639
"ProteAcaul",19.21167,-32.58611
"ProteLaevi",19.21167,-32.58611
"ProteAcaul",19.17361,-32.58556
"ProteLaevi",19.17361,-32.58556
"ProteAcaul",19.17556,-32.58556
"ProteLauri",19.30806,-32.58556
"ProteNitid",19.30806,-32.58556
"ProteLauri",19.31694,-32.58556
"ProteNitid",19.31694,-32.58556
"ProteGlabr",19.40167,-32.58556
"ProteAcaul",19.13667,-32.58472
"ProteNitid",19.13667,-32.58472
"ProteNitid",19.11778,-32.58389
"ProteGlabr",19.4125,-32.58389
"PentaPalli",18.75,-32.58333
"ProtePunct",19.18861,-32.58333
"ProteLauri",19.2375,-32.58333
"ProtePunct",19.19083,-32.58306
"ProteLauri",19.2325,-32.58278
"ProteLauri",19.32611,-32.5825
"ProtePunct",19.18083,-32.58028
"ProteAcaul",19.19167,-32.57944
"ProteLauri",19.32528,-32.57944
"ProteLaevi",19.16667,-32.57861
"ProtePunct",19.16667,-32.57861
"ProteLauri",19.11778,-32.57722
"ProteAcaul",19.18,-32.57722
"ProtePunct",19.18,-32.57722
"ProteLauri",19.35028,-32.57722
"ProteLauri",18.96,-32.57667
"ProteNitid",18.96,-32.57667
"ProteLauri",18.96139,-32.57667
"ProteNitid",18.96139,-32.57667
"ProteLauri",19.12361,-32.57667
"ProteLauri",19.05861,-32.57639
"ProteLauri",19.05833,-32.575
"ProteAcaul",19.20556,-32.575
"ProteLaevi",19.20556,-32.575
"ProteLauri",19.20556,-32.575
"ProteNitid",19.20556,-32.575
"ProteLauri",18.95222,-32.57444
"ProteNitid",18.95222,-32.57444
"ProteLauri",19.21389,-32.57361
"ProteAcaul",19.17139,-32.57333
"ProteLaevi",19.17139,-32.57333
"ProteGlabr",19.34083,-32.57333
"ProteLauri",19.34083,-32.57333
"ProteLauri",18.95972,-32.57222
"ProteNitid",18.95972,-32.57222
"ProteLauri",19.23611,-32.57222
"ProteNitid",19.23611,-32.57222
"ProteLauri",19.12194,-32.57167
"ProteAcaul",19.16833,-32.57111
"ProtePunct",19.16833,-32.57111
"ProteLauri",18.96056,-32.56944
"ProteNitid",18.96056,-32.56944
"ProteNitid",19.21944,-32.56944
"ProteNitid",19.23056,-32.56944
"ProteLauri",19.25833,-32.56944
"ProteNitid",19.25833,-32.56944
"ProteNitid",19.275,-32.56944
"ProteLauri",18.97333,-32.56806
"ProteLauri",19.20833,-32.56667
"ProteLauri",19.12111,-32.56583
"ProteNitid",19.11778,-32.55972
"ProteLauri",18.88861,-32.55889
"ProteNitid",19.07222,-32.55833
"ProteLauri",19.08611,-32.55833
"ProteNitid",18.95389,-32.55694
"ProteLauri",19.11611,-32.55583
"ProteLauri",18.96639,-32.55556
"ProteNitid",18.96639,-32.55556
"ProteNitid",18.95944,-32.55528
"ProteLauri",19.125,-32.55444
"ProteNitid",19.125,-32.55444
"ProteLauri",19.33778,-32.55444
"ProteLauri",19.34722,-32.55444
"ProteLauri",19.09167,-32.55278
"ProteNitid",19.09167,-32.55278
"ProteNitid",19.30278,-32.55278
"ProteLauri",19.30583,-32.55222
"ProteLauri",19.32528,-32.55222
"ProteLauri",19.26694,-32.55194
"ProteNitid",19.26694,-32.55194
"ProteLauri",19.30389,-32.55167
"ProteAcaul",19.17056,-32.55083
"ProteLauri",19.17056,-32.55083
"ProteLauri",19.11972,-32.55056
"ProteNitid",19.11972,-32.55056
"ProteLauri",19.29944,-32.55
"ProteNitid",19.29944,-32.55
"ProteLauri",19.11806,-32.54972
"ProteGlabr",19.39944,-32.54917
"ProteAcaul",19.17056,-32.54833
"ProteLaevi",19.17056,-32.54833
"ProteGlabr",19.38778,-32.5475
"ProteNitid",19.24083,-32.54722
"ProteGlabr",19.3375,-32.54694
"ProteLauri",19.3375,-32.54694
"ProteLauri",19.30444,-32.54528
"ProteLauri",19.23556,-32.54472
"ProteNitid",19.23556,-32.54472
"ProteNitid",19.25667,-32.54472
"ProteGlabr",19.39083,-32.54417
"ProteAcaul",19.12417,-32.54333
"ProteLauri",19.12417,-32.54333
"ProteNitid",19.12417,-32.54333
"ProteLauri",18.87167,-32.54306
"ProteNitid",18.87167,-32.54306
"ProteLauri",19.32333,-32.54306
"ProteGlabr",19.38722,-32.54222
"ProteLauri",19.09444,-32.54167
"ProteNitid",19.09444,-32.54167
"ProteAcaul",19.23444,-32.54139
"ProteGlabr",19.34111,-32.54139
"ProteLauri",19.3275,-32.54083
"ProteGlabr",19.38333,-32.54083
"ProteLauri",19.34667,-32.54056
"ProteLauri",19.355,-32.54056
"ProteAcaul",19.15639,-32.54
"ProteLauri",19.33944,-32.53944
"ProteLauri",19.34889,-32.53944
"ProteNitid",19.10472,-32.53917
"ProteAcaul",19.10722,-32.53917
"ProteLauri",19.10722,-32.53917
"ProteNitid",19.10722,-32.53917
"ProteAcaul",19.18639,-32.53917
"ProteLaevi",19.18639,-32.53917
"ProteAcaul",19.2225,-32.53917
"ProtePunct",19.2225,-32.53917
"ProteAcaul",19.10278,-32.53889
"ProteLauri",19.10278,-32.53889
"ProteNitid",19.2175,-32.53889
"ProteAcaul",19.20583,-32.53861
"ProteNitid",19.20583,-32.53861
"ProteLauri",19.34944,-32.53833
"ProteGlabr",19.39361,-32.53833
"ProteLauri",18.86167,-32.53778
"ProteNitid",19.11056,-32.53778
"ProteNitid",19.12139,-32.53778
"ProteLauri",19.3175,-32.53778
"ProteGlabr",19.33944,-32.53778
"ProteLauri",19.23333,-32.5375
"ProteNitid",19.23333,-32.5375
"ProteAcaul",19.1225,-32.53722
"ProteLauri",19.1225,-32.53722
"ProteNitid",19.245,-32.53722
"ProteLauri",19.11333,-32.53694
"ProteAcaul",19.21111,-32.53667
"ProteNitid",19.21111,-32.53667
"ProteLauri",19.09222,-32.53639
"ProteNitid",19.09222,-32.53639
"ProteNitid",19.22833,-32.53639
"ProteLauri",19.31083,-32.53639
"ProteLauri",19.31972,-32.53639
"ProteGlabr",19.32806,-32.53639
"ProteNitid",19.20278,-32.53611
"ProteLauri",19.21389,-32.53611
"ProteNitid",19.23611,-32.53611
"ProteAcaul",19.20167,-32.53556
"ProteGlabr",19.20167,-32.53556
"ProteAcaul",19.22361,-32.53528
"ProteLauri",19.32417,-32.53472
"ProteGlabr",19.335,-32.53472
"ProteLauri",19.335,-32.53472
"ProteGlabr",19.38917,-32.53472
"ProteNitid",19.21083,-32.53444
"ProteAcaul",19.18611,-32.53417
"ProteGlabr",19.18611,-32.53417
"ProteLauri",19.34417,-32.53361
"ProteAcaul",19.19583,-32.53333
"ProteLauri",19.27222,-32.53333
"ProteNitid",19.27222,-32.53333
"ProteGlabr",19.33278,-32.53306
"ProteLauri",19.10222,-32.53278
"ProteNitid",19.10222,-32.53278
"ProteGlabr",19.31806,-32.53167
"ProteLauri",19.31806,-32.53167
"ProteLauri",19.23778,-32.53083
"ProteLauri",19.10556,-32.53056
"ProteNitid",19.10556,-32.53056
"ProteLaevi",19.18611,-32.53056
"ProtePunct",19.18611,-32.53056
"ElegiCapen",19.26667,-32.53
"ProteLauri",19.26889,-32.52972
"ProteNitid",19.26667,-32.52861
"ProteNitid",19.27389,-32.52861
"ProteLauri",19.32611,-32.52861
"ProteNitid",19.09806,-32.52806
"ProteLauri",19.11444,-32.52806
"ProteNitid",19.11444,-32.52806
"ProteNitid",19.12139,-32.52806
"ProteLauri",19.26083,-32.52806
"ProteNitid",19.26083,-32.52806
"ProteLauri",19.27,-32.52806
"ProteLauri",19.28778,-32.52806
"ProteLauri",19.29222,-32.52694
"ProteLauri",19.24722,-32.52667
"ProteNitid",19.22639,-32.52639
"ProteLauri",19.32417,-32.52639
"ProteNitid",19.23778,-32.52611
"ProteLauri",19.28361,-32.52611
"ProteNitid",19.28361,-32.52611
"ProteAcaul",18.84278,-32.52583
"ProteNitid",18.84278,-32.52583
"ProteLauri",19.19806,-32.52556
"ProteLauri",19.25472,-32.52556
"ProteGlabr",19.30361,-32.52556
"ProteLauri",19.30361,-32.52556
"ProteLauri",19.33722,-32.52556
"ProteLauri",19.3175,-32.52528
"ProteLauri",19.11222,-32.525
"ProteNitid",19.11222,-32.525
"ProteLauri",19.11806,-32.525
"ProteNitid",19.11806,-32.525
"ProteNitid",19.25139,-32.525
"ProteLauri",19.275,-32.525
"ProteNitid",19.08611,-32.52472
"ProteLauri",19.2025,-32.52472
"ProteNitid",19.2025,-32.52472
"ProteLauri",19.27306,-32.52472
"ProteLauri",19.30194,-32.52444
"ProteLauri",19.08333,-32.52417
"ProteNitid",19.08333,-32.52417
"ProteLauri",19.25972,-32.52417
"ProteLauri",18.76917,-32.52389
"ProteGlabr",19.31806,-32.52389
"ProteGlabr",19.37333,-32.52389
"ProtePunct",19.18611,-32.52361
"ProteLaevi",19.1775,-32.52333
"ProteNitid",19.19667,-32.52333
"ProteNitid",19.25833,-32.52333
"ProteLauri",18.84194,-32.52278
"ProteNitid",18.84194,-32.52278
"ProteLauri",18.90167,-32.52278
"ProteNitid",18.90167,-32.52278
"ProteNitid",19.18972,-32.52278
"ProteLauri",19.30944,-32.52278
"ProteAcaul",19.12611,-32.5225
"ProteNitid",19.12611,-32.5225
"ProteAcaul",19.17111,-32.5225
"ProteLaevi",19.18333,-32.5225
"ProtePunct",19.18333,-32.5225
"ProteAcaul",19.11667,-32.52222
"ProteLauri",19.09194,-32.52194
"ProteNitid",19.09194,-32.52194
"ProteAcaul",19.17917,-32.52194
"ProteLauri",19.25889,-32.52194
"ProteLauri",19.29056,-32.52194
"ProteLaevi",19.19056,-32.52167
"ProteAcaul",19.19667,-32.52167
"ProtePunct",19.19667,-32.52167
"ProteLauri",19.25139,-32.52167
"ProteLauri",19.26667,-32.52167
"ProtePunct",19.19361,-32.52139
"ProteLauri",18.66472,-32.52111
"ProteNitid",18.83194,-32.52111
"ProteLaevi",19.15972,-32.52111
"ProteLaevi",19.17306,-32.52111
"ProtePunct",19.17306,-32.52111
"ProteAcaul",19.18861,-32.52111
"ProteNitid",19.20639,-32.52111
"ProteGlabr",19.32444,-32.52111
"ProteLauri",19.32444,-32.52111
"ProteLauri",19.19333,-32.52083
"ProteNitid",19.19333,-32.52083
"ProteNitid",18.83806,-32.52056
"ProtePunct",19.16333,-32.52056
"ProteAcaul",19.18361,-32.52028
"ProteAcaul",19.18722,-32.52028
"ProteLauri",19.31556,-32.52028
"ProteAcaul",19.17417,-32.52
"ProtePunct",19.17417,-32.52
"ProteLauri",19.30444,-32.52
"ProteAcaul",19.125,-32.51944
"ProteNitid",19.125,-32.51944
"ProteLaevi",19.15806,-32.51944
"ProtePunct",19.17583,-32.51944
"ProteLaevi",19.18556,-32.51944
"ProteLauri",19.20444,-32.51944
"ProteNitid",19.20444,-32.51944
"ProteLauri",19.20861,-32.51917
"ProteNitid",19.20861,-32.51917
"ProteLauri",19.09,-32.51889
"ProteNitid",19.09,-32.51889
"ProteAcaul",19.11444,-32.51889
"ProteLauri",19.11444,-32.51889
"ProteNitid",19.11444,-32.51889
"ProteAcaul",19.15972,-32.51889
"ProtePunct",19.15972,-32.51889
"ProteAcaul",19.16306,-32.51889
"ProtePunct",19.16306,-32.51889
"ProteLauri",19.24972,-32.51889
"ProteLauri",19.34083,-32.51889
"ProteGlabr",19.38722,-32.51889
"ProteLauri",18.76472,-32.51806
"ProteLauri",19.33917,-32.51806
"ProteLauri",19.29222,-32.51778
"ProteLauri",19.25833,-32.5175
"ProteNitid",19.25833,-32.5175
"ProteLauri",19.31333,-32.5175
"ProteAcaul",19.16944,-32.51722
"ProteLauri",19.21333,-32.51722
"ProteNitid",19.21333,-32.51722
"ProteLauri",19.11944,-32.51667
"ProteNitid",19.11944,-32.51667
"ProteLaevi",19.16389,-32.51667
"ProteNitid",19.25278,-32.51667
"ProteLauri",19.27611,-32.51667
"ProteLauri",18.66917,-32.51639
"ProteLauri",19.23694,-32.51639
"ProteLauri",19.26833,-32.51639
"ProteLauri",19.24139,-32.51611
"ProteNitid",19.24139,-32.51611
"ProteLauri",18.83778,-32.51583
"ProteNitid",18.83778,-32.51583
"ProteLauri",19.21944,-32.51583
"ProteNitid",19.21944,-32.51583
"ProteLauri",19.28778,-32.51583
"ProteLauri",19.32333,-32.51583
"ProteLauri",19.32472,-32.51583
"ProteNitid",18.84083,-32.51528
"ProteLauri",19.23833,-32.51528
"ProteAcaul",19.16889,-32.515
"ProtePunct",19.16889,-32.515
"ProteAcaul",19.17194,-32.515
"ProteLauri",19.19833,-32.515
"ProteNitid",19.19833,-32.515
"ProteLauri",19.23417,-32.515
"ProteNitid",19.23417,-32.515
"ProteLauri",19.30611,-32.515
"ProteLauri",18.83472,-32.51417
"ProteLauri",19.2175,-32.51417
"ProteNitid",19.2175,-32.51417
"ProteLauri",19.22861,-32.51417
"ProteNitid",19.22861,-32.51417
"ProteLauri",19.24667,-32.51417
"ProteLauri",19.25472,-32.51417
"ProteNitid",19.25472,-32.51417
"ElegiFilac",19.18583,-32.51389
"IschyVirge",19.18583,-32.51389
"ProteLauri",19.31389,-32.51389
"ProteNitid",18.83194,-32.51361
"ProteNitid",19.18778,-32.51361
"ProteLauri",18.83889,-32.51333
"ProteLauri",19.28583,-32.51333
"ProtePunct",19.185,-32.51306
"ProteLauri",19.22306,-32.51278
"ProteNitid",19.22306,-32.51278
"ProteLauri",19.24417,-32.51278
"ProteLauri",19.31444,-32.51278
"ProteLauri",19.32194,-32.51278
"ProteNitid",19.235,-32.51194
"ProteLaevi",19.17417,-32.51139
"ProteLauri",19.32917,-32.51139
"ProtePunct",19.17222,-32.51111
"ProteLauri",19.25278,-32.51111
"ProtePunct",19.15,-32.51056
"ProteLauri",19.26528,-32.51056
"ProteNitid",18.81972,-32.50972
"ProteLauri",19.25306,-32.50972
"ProteLauri",19.26944,-32.50972
"ProteLauri",18.8375,-32.50944
"ProteNitid",18.8375,-32.50944
"ProteLauri",19.08167,-32.50889
"ProteNitid",19.08167,-32.50889
"ProteLauri",19.22306,-32.50889
"ProteNitid",19.22306,-32.50889
"ProteLaevi",19.1725,-32.50861
"ProteLauri",19.20889,-32.50861
"ProteNitid",19.20889,-32.50861
"ProteLaevi",19.16111,-32.50833
"ProteLauri",19.28778,-32.50833
"ProteLauri",19.30694,-32.50833
"ProteLauri",18.66444,-32.50806
"ProteLauri",19.075,-32.50806
"ProteNitid",19.075,-32.50806
"ProteGlabr",19.37083,-32.50806
"ElegiAsper",19.20194,-32.50778
"ElegiNeesi",19.20194,-32.50778
"ProteLauri",19.215,-32.50778
"ProteNitid",19.215,-32.50778
"ProteGlabr",19.38361,-32.5075
"ProteNitid",18.6675,-32.50722
"ProteNitid",18.82667,-32.50722
"ProteLauri",19.28111,-32.50722
"ProteAcaul",19.17556,-32.50694
"ProteLauri",19.20139,-32.50694
"ProteNitid",19.20139,-32.50694
"WiddrCedar",19.1525,-32.50667
"ProteAcaul",19.15694,-32.50667
"ProteLaevi",19.15694,-32.50667
"ProteNitid",19.15694,-32.50667
"ProteLauri",18.67167,-32.50556
"ProteNitid",18.67167,-32.50556
"ProteAcaul",19.17111,-32.50556
"ProteLauri",19.17111,-32.50556
"ProteNitid",18.82639,-32.50528
"ProteNitid",19.20389,-32.505
"ProteLauri",19.32639,-32.505
"ProteLauri",18.65306,-32.50444
"ProteNitid",18.65306,-32.50444
"ProteNitid",19.18833,-32.50444
"ProtePunct",19.18833,-32.50444
"ProteLauri",19.19694,-32.50444
"ProteNitid",19.19694,-32.50444
"ProteLauri",19.27111,-32.50444
"ProteLauri",19.275,-32.50444
"ProteLauri",19.10722,-32.50361
"ProtePunct",19.14889,-32.50361
"ProteLauri",19.26944,-32.50306
"ProteLauri",18.65972,-32.50278
"ProteNitid",18.65972,-32.50278
"ProteLauri",18.6725,-32.50278
"ProteNitid",18.6725,-32.50278
"ProteAcaul",19.125,-32.50278
"ProteLauri",19.125,-32.50278
"ProteNitid",19.125,-32.50278
"ProtePunct",19.15778,-32.50222
"ProteLauri",19.3175,-32.50222
"ProteNitid",19.3175,-32.50222
"ProteGlabr",19.36917,-32.50222
"ProteNitid",18.82,-32.50167
"ProteLauri",18.835,-32.50139
"ProteNitid",18.835,-32.50139
"ProteLauri",19.0675,-32.50139
"ProteNitid",19.0675,-32.50139
"ProteGlabr",19.37639,-32.50083
"ProteLauri",19.225,-32.50056
"ProteNitid",19.225,-32.50056
"ProteLauri",19.06111,-32.4975
"ProteNitid",19.06111,-32.4975
"ProteLauri",18.66611,-32.49722
"ProteNitid",18.66611,-32.49722
"ProteAcaul",19.15556,-32.49722
"ProteLaevi",19.15556,-32.49722
"ProteLauri",18.79861,-32.49611
"ProteNitid",18.79861,-32.49611
"ProteLaevi",19.15278,-32.49528
"ProteGlabr",19.36806,-32.495
"ProteLauri",18.82278,-32.49472
"ProteNitid",18.82278,-32.49472
"ProteLauri",19.20806,-32.49472
"ProteNitid",19.20806,-32.49472
"ProteAcaul",19.05528,-32.49389
"ProteLauri",19.05528,-32.49389
"ProteNitid",19.05528,-32.49389
"ProteGlabr",19.36389,-32.49389
"ProteLaevi",19.17528,-32.49306
"ProteLauri",19.31667,-32.49306
"ProteGlabr",19.31972,-32.49306
"ProteLauri",19.31972,-32.49306
"ProteLauri",19.01889,-32.4925
