Family,Clade,ScientificName,Taxon,LatitudeDecimal,LongitudeDecimal,ReferenceAcc,Localities,GrowthForm,Trait,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.947915,20.933792,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.946752,19.167747,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.945418,19.799767,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.941886,21.052846,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.934743,19.067797,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.934186,20.849284,<500m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.908518,23.222567,<500m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.905182,19.157181,<500m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.902577,19.156619,<500m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.899263,23.413805,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.850826,20.838552,<500m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.827251,18.608927,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.819909,19.058356,<500m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.815717,19.06141,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.81411,19.069056,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.763589,19.87436,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.350676,19.110575,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.340322,19.097202,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-33.316489,19.229941,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron spissifolium (Salisb. ex Knight) I.Williams subsp. spissifolium ,LeucaSpisS,-32.461928,19.119533,501-2000m,45,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.988371,18.427154,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.805621,18.679652,<500m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.799089,18.654755,B,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.739512,18.889706,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.717927,18.851455,<500m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.4387,18.96838,<500m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.411634,18.97729,<500m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.400446,19.01324,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.377016,18.373597,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.303061,19.044953,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-33.176936,19.004171,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.877759,18.56447,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.846596,18.570059,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.846252,18.570101,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.841287,18.568597,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.832708,18.529157,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.832681,18.541007,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.805305,18.344475,<500m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.731201,18.362432,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.617643,18.399419,501-2000m,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron stellare (Sims) Sweet ,LeucaStell,-32.571284,18.37808,GPS,21,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.633216,19.829424,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.398029,19.125624,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.368454,20.586392,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.356869,21.040527,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.29145,19.227171,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.283111,19.429616,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.280265,19.200759,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.234265,21.602113,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.113279,21.359997,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.10483,19.274254,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.098076,21.387915,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.044114,21.366678,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.043383,21.414924,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-34.010595,21.178592,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.971462,19.361779,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.957872,19.347489,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.904084,21.740195,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.879574,19.451516,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.872098,19.495426,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.826853,21.895324,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.775246,19.450241,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.767966,21.966407,<500m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.431055,20.590475,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.415151,20.630498,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.281695,20.607791,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron teretifolium (Andrews) I.Williams ,LeucaTeret,-33.218266,20.111756,501-2000m,26,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.732688,19.786431,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.666781,19.530688,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.660392,19.546074,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.654859,19.62311,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.594779,19.393474,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.589683,19.760042,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.588958,19.76131,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.561704,19.989469,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.43599,19.455568,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.42039,19.653895,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.417678,20.683614,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.417031,19.456782,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.394413,21.729392,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.383957,19.268408,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.375208,20.565555,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.34984,18.918763,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.349455,18.903063,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.327294,18.972207,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.327091,18.905448,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.326326,18.463819,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.323019,18.949487,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.321579,18.971197,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.316808,19.001707,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.314763,19.410051,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.306307,18.990586,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.276586,19.005635,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.276071,18.925069,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.252822,19.085607,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.214969,19.153754,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.206353,18.448248,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.190865,19.495425,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.183564,19.130403,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.151725,18.935889,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.137716,19.028845,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.102067,18.455137,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.072625,18.380435,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.034544,18.371968,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.032172,18.371854,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-34.012131,18.405959,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.996187,18.959767,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.983845,18.424047,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.968416,18.411066,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.963983,18.414941,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.950498,21.541576,501-2000m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.918339,18.818978,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.913919,20.711494,<500m,47,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron xanthoconus (Kuntze) K.Schum. ,LeucaXanth,-33.472555,21.462626,<500m,47,MS,OS,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.3333,18.9333,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.2,18.4167,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0833,19.8333,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0667,19.85,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0522,18.9921,501-2000m,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.05,18.9833,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0413,18.9897,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0333,18.9833,501-2000m,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0167,19.5833,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34.0167,19.6,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-34,19.6667,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.9833,20.8667,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.9667,19.1,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.9667,21.2,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.9576,21.1897,A.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.9167,20.8833,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.9,19.2,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.8167,19.1333,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.7667,19.1,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.7,19.1333,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.6833,19.1333,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis acinosa,PentaAcino,-33.6,19.1167,B.Galley,22,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-34.5667,19.4,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-34.2667,20.45,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-34.1167,21.25,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-34.0667,19.4667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-34.0667,20.4667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-34.05,21.25,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.9333,18.3833,501-2000m,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.9333,21.7667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.8833,21.2,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.8833,22.0167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.8167,22.7667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.7333,18.9333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.6167,19.45,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.6167,19.8833,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.6167,21.3167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.6,19.1167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.6,19.45,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.5667,19.6,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.55,21.0333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.4833,19.1833,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.4833,22.5333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.4667,19.5167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.45,20.85,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.4167,19.2833,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.4,19.7667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.4,22.3167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.35,19.1167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.35,21.9667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.313,23.7589,A.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.2333,20.6333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.2167,19.7167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-33.0167,19.3167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.8667,18.7333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.7833,18.7167,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.6167,18.9833,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.2667,18.9333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.2212,19.0686,A.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.0833,18.8333,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-32.05,19.2667,B.Galley,42,GRA,Null,,,,,,,,,,
Poaceae,Pentameris,Pentaschistis airoides ssp airoid,PentaAiroA,-31.7,19.2,501-2000m,42,GRA,Null,,,,,,,,,,
