Barcode,Family,Scientific_Name,Latitude_Decimal,Longitude_Decimal,Collector,Collectors_Number,Collection_Date,CollectionDay,CollectionMonth,CollectionYear,Voucher,Locality,Habitat_Comments,AltitudeFrom,AltitudeMax,AltitudeUnits,District,Province,Grid,Reference_Accuracy,Latitude_Decimal2,Latitude,txtLatitudeMinutes,txtLatitudeSeconds,Direction,Longitude_Decimal2,Longitude,txtLongitudeMinutes,txtLongitudeSeconds,LogitudeDirection,Herb_Number,Type,PRECI_Number,Det,Source_File,Date_Captured
8003173,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-34.209702,21.680565,Acocks J.P.H.,21611,,21,10,1960,Vera-Later,RIVERSDALE DIST.; ABOVE AASVOELBERG NEK.,False Fynbos. Locally common on precipitous S aspect. Flowers bright yellow.,305,0,m,Riversdale,WC,3421BA,501-2000m,-34.209702,34,12,35,S,21.680565,21,40,50,E,,FALSE,PRE0050501-0,,,
8003219,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-34.174186,21.629485,Muir ,1140,,,11,1913,Vera-Later,Riversdale Division. Botteliersfontein.,,0,0,,Riversdale,WC,3421BA,501-2000m,-34.174186,34,10,27,S,21.629485,21,37,46,E,,FALSE,NBG0182488-0,,,
8003240,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-34.014741,21.467181,Steiner K.E.,2921,,11,11,1994,Vera-Later,Riversdale. Farm Valsrivier. Altitude ca. 260 m.,Locally common along margin of vlei/stream at base of SW-facing slope; fynbos remnant; 1st year after fire. Flowers yellow; scent weak but pleasant.,260,0,m,Riversdale,WC,3421AB,2001-5000m,-34.014741,34,0,53,S,21.467181,21,28,2,E,,FALSE,NBG0153574-0,,,
8003231,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-34.094704,18.854253,Smith C.A.,4674,,31,10,1927,Vera-Later,STELLENBOSCH DIST.; VAN DER STEL; NEAR TRIANGLE.,"In marshy area; in shady places. 6-12"" high. Flowers lemon-yellow with a sickly sweetish smell.",30,0,m,Somerset West - Strand,WC,3418BB,501-2000m,-34.094704,34,5,41,S,18.854253,18,51,15,E,,FALSE,PRE0749816-0,,,
8003254,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-34.002916,20.459071,Wurts T.M.,457,,1,11,1952,Vera-Later,Swellendam. In Marloth Flower Reserve; below 10 O' Clock Mountains.,Few in grass.,600,0,ft,Swellendam,WC,3420AB,501-2000m,-34.002916,34,0,10,S,20.459071,20,27,33,E,,FALSE,NBG0057826-0,,,
8003199,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-33.875,18.375,Galpin E.E.,4630,,28,11,1897,Vera-Later,TABLE MT.; GROENE KLOOF NEAR WYNBERG RESERVOIR INTAKE.,Flowers pale yellow.,396,0,m,,WC,3318CD,,-33.875,33,52,30,S,18.375,18,22,30,E,,FALSE,PRE0050494-0,,,
8003194,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-33.375,19.125,Drege ,332,,,,,Vera-Later,Tulbagh.,,0,0,,,WC,3319AC,,-33.375,33,22,30,S,19.125,19,7,30,E,,FALSE,SAM0022093-0,,,
8003225,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-32.299718,18.356489,Parker E.,      s.n.,,18,11,1999,Vera-Later,Western Cape. Elandsberg Nature Reserve.,Flowers greenish-yellow; voucher for scent analysis; pressed 22 Sept. 1999.,0,0,,Piketberg - Clanwilliam,WC,3218AD,2001-5000m,-32.299718,32,17,59,S,18.356489,18,21,23,E,,FALSE,NBG0200301-0,,,
8003195,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-34.389463,19.275701,Drewe P.B.,      s.n.,,,10,1986,Vera-Later,Western Cape. Hermanus. Fernkloof Nature Reserve.,,0,0,,Hermanus,WC,3419AD,501-2000m,-34.389463,34,23,22,S,19.275701,19,16,33,E,,FALSE,NBG0149951-0,,,
8003236,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-33.375,19.125,Steiner K.E.,1807,,6,9,1988,Vera-Later,Worcester; Cape Town. Municipality Water Works. Voëlvlei.,Very common locally around renosterbos shrubs on edge of 1st year burn. Flowers greenish-yellow. Altitude c. 130 m.,130,0,m,,WC,3319AC,,-33.375,33,22,30,S,19.125,19,7,30,E,,FALSE,NBG0152319-0,,,
8003188,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-33.473349,19.202207,Compton R.H.,11666,,14,9,1941,Vera-Later,Worcester; Romans River.,Cream flowers.,0,0,,Tulbagh,WC,3319AC,2001-5000m,-33.473349,33,28,24,S,19.202207,19,12,8,E,,FALSE,NBG0057816-0,,,
8003251,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-33.596284,19.194166,Walters I.B.,1163,,1,10,1964,Vera-Later,Worcester; Slanghoek Rawsonville near Witelsrivier.,,0,0,,Worcester,WC,3319CA,5001-10000m,-33.596284,33,35,47,S,19.194166,19,11,39,E,,FALSE,NBG0131724-0,,,
8003233,Orchidacaeae,Pterygodium caffrum (L.) Sw. ,-32.895992,19.050196,Steiner K.E.,      s.n.,,17,10,1995,Vera-Later,Wuppertal; Grootfontein; entrance road near turnoff to Gras Ruggens; Altitude c. 680 m.,Local on SE facing slope; 1st year fynbos burn; dominated by Protea nitida; clay loam soil derived from shale band. Flowers pale yellow.,680,0,m,Clanwilliam,WC,3219CC,501-2000m,-32.895992,32,53,46,S,19.050196,19,3,1,E,,FALSE,NBG0158950-0,,,
8003408,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.87206,18.974713,Marsh J.A.,647,,16,9,1968,Vera-Later,3 miles from Simonstown [Simondium] to Stellenbosch.  Altitude: c. 450'.,Grassy vlei area. Greeny-yellow flowers. [Given altitude is lower than the elevation of given locality],450,0,ft,Paarl,WC,3318DD,<500m,-33.87206,33,52,19,S,18.974713,18,58,29,E,,FALSE,NBG0182651-0,,,
8003288,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.304583,19.321933,Bytebier B. & Bellstedt D.U.,2010,,12,9,2001,Vera-Later,4km N of Ceres on road to Prince Alfred Hamlet; Skoonvlei; 3320.110'S; 19.653'E.,Vlei between industrial buildings; marshy ground; common. Flowers yellow.  [Given locality is slightly lower than the elevation of given locality],480,0,m,Ceres,WC,3319AD,<500m,-33.304583,33,18,16,S,19.321933,19,19,19,E,,FALSE,NBG0196697-1,,,
8003289,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.304583,19.321933,Bytebier B. & Bellstedt D.U.,2010,,12,9,2001,Vera-Later,4km N of Ceres on road to Prince Alfred Hamlet; Skoonvlei; 3320.110'S; 19.653'E.,Vlei between industrial buildings; marshy ground; common. Flowers yellow.  [Given locality is slightly lower than the elevation of given locality],480,0,m,Ceres,WC,3319AD,<500m,-33.304583,33,18,16,S,19.321933,19,19,19,E,,FALSE,NBG0196697-1,,,
8003290,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.304583,19.321933,Bytebier B. & Bellstedt D.U.,2010,,12,9,2001,Vera-Later,4km N of Ceres on road to Prince Alfred Hamlet; Skoonvlei; 3320.110'S; 19.653'E.,Vlei between industrial buildings; marshy ground; common. Flowers yellow. [Given locality is slightly lower than the elevation of given locality],480,0,m,Ceres,WC,3319AD,<500m,-33.304583,33,18,16,S,19.321933,19,19,19,E,,FALSE,NBG0196697-2,,,
8003291,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.304583,19.321933,Bytebier B. & Bellstedt D.U.,2010,,12,9,2001,Vera-Later,4km N of Ceres on road to Prince Alfred Hamlet; Skoonvlei; 3320.110'S; 19.653'E.,Vlei between industrial buildings; marshy ground; common. Flowers yellow.  [Given locality is slightly lower than the elevation of given locality],480,0,m,Ceres,WC,3319AD,<500m,-33.304583,33,18,16,S,19.321933,19,19,19,E,,FALSE,NBG0196697-2,,,
8003274,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.94607,18.882386,Bekker W.,      s.n.,,,9,1953,Vera-Later,Against Stellenbosch Mountain.,,0,0,,Stellenbosch,WC,3318DD,5001-10000m,-33.94607,33,56,46,S,18.882386,18,52,57,E,,FALSE,NBG0182645-0,,,
8003508,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.266656,19.219243,Thompson M.F.,525,,22,9,1967,Vera-Later,Agterwitzenberg; vlei near top of pass. Altitude 3000-3500 ft.,Growing amongst rocks above vlei. Burnt area. Flowers green-yellow.,3000,3500,ft,Ceres - Tulbagh,WC,3319AC,2001-5000m,-33.266656,33,15,60,S,19.219243,19,13,9,E,,FALSE,NBG0182319-0,,,
8003395,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.971457,18.920062,Long F.R.,1116,,13,11,1933,Vera-Later,ASSEGAAI BOSCH.,Hillsides. Flowers bright yellow.,305,0,m,Stellenbosch,EC,3318DD,501-2000m,-33.971457,33,58,17,S,18.920062,18,55,12,E,,FALSE,PRE0051449-0,,,
8003513,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.971408,18.920118,Van der Merwe C.V.,987,,,9,1969,Vera-Later,ASSEGAAIBOSCH.,Alt. <500 m. Groen-geel blome <0.2 m hoog.,0,500,,Stellenbosch,WC,3318DD,501-2000m,-33.971408,33,58,17,S,18.920118,18,55,12,E,,FALSE,PRE0051514-0,,,
8003538,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.531491,19.19553,Walters I.B.,414,,,9,1962,Vera-Later,Bain's Kloof. Lategan farm Breederivier.,,0,0,,Worcester,WC,3319CA,2001-5000m,-33.531491,33,31,53,S,19.19553,19,11,44,E,,FALSE,NBG0129834-0,,,
8003514,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.875,20.625,Van der Merwe T.J.,204,,15,9,1987,Vera-Later,Barrydale: Langeberg MCA; Oskloof; opposite 'Bushman Drawings'.,On moderate slope with S aspect; in newly burnt Protea veld. Veld age 1 year. In full flower. Flower greenish yellow. recently burnt,420,0,m,,WC,3320DC,,-33.875,33,52,30,S,20.625,20,37,30,E,,FALSE,PRE0813705-0,,,
8003442,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.891708,18.625827,Rehbein A.,      s.n.,,18,9,1948,Vera-Later,Bellville District.,Sandy soil. Flowers cream coloured - scented.,0,0,,Bellville,WC,3318DC,5001-10000m,-33.891708,33,53,30,S,18.625827,18,37,33,E,,FALSE,NBG0182653-0,,,
8003336,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.891708,18.625827,Harvey A.,      s.n.,,,9,1934,Vera-Later,Bellville.,,0,0,,Bellville,WC,3318DC,5001-10000m,-33.891708,33,53,30,S,18.625827,18,37,33,E,,FALSE,NBG0182708-0,,,
8003310,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.849301,18.582743,Cross E.,79,,20,9,1947,Vera-Later,Bellville.  North of Tygerberg.,Yellow-green.,0,0,,Bellville,WC,3318DC,2001-5000m,-33.849301,33,50,57,S,18.582743,18,34,58,E,,FALSE,NBG0057785-0,,,
8003515,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.35444,18.91444,Van der Schijff H.P.,7409,,,1,1971,Vera-Later,BETTIESBAAI.,,0,0,,Caledon,WC,3418BD,2001-5000m,-34.35444,34,21,16,S,18.91444,18,54,52,E,,FALSE,PRE0475135-0,,,
8003256,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.35444,18.91444,Anderson V.F.,      s.n.,,,11,1965,Vera-Later,Betty's Bay flats.,,0,0,,Caledon,WC,3418BD,2001-5000m,-34.35444,34,21,16,S,18.91444,18,54,52,E,,FALSE,NBG0182327-0,,,
8003490,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.358377,18.863852,Steiner K.E.,3311,,4,11,1998,Vera-Later,Betty's Bay. Marshy area on mountain side of road [R44] about 200 m W of turnoff to Hangklip and about 100 m E of dump. ,Uncommon on dry sandy flats on edge of marshy area; first year after fire. Flowers greenish-yellow. Other plants in population finished flowering. One plant found flowering within 5 m of flowering P. acutifolium. [Given altitude is higher than the elevati,100,0,m,Caledon,WC,3418BD,501-2000m,-34.358377,34,21,30,S,18.863852,18,51,50,E,,FALSE,NBG0201065-0,,,
8003491,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.354359,18.859625,Steiner K.E.,      3313A,,12,11,1998,Vera-Later,Between Pringle Bay and Betty's Bay; about 2 km W of turnoff to Hangklip on road R44.,Locally common on first year fynbos burn; about 30 m from road. Flowers yellow. Voucher for Rediviva gigas.,110,0,m,Caledon,WC,3418BD,501-2000m,-34.354359,34,21,16,S,18.859625,18,51,35,E,,FALSE,NBG0201215-0,,,
8003493,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.418975,20.095804,Steiner K.E.,1608,,25,9,1987,Vera-Later,Bredasdorp. Farm Brakkloof; next to road R319; 33.2km S of junction with N2.  Altitude: c. 70m.,Locally common on steep S facing grassy slope above stream; shale derived soil. Flowers greenish-white.,70,0,m,Bredasdorp,WC,3420AC,2001-5000m,-34.418975,34,25,8,S,20.095804,20,5,45,E,,FALSE,NBG0147156-0,,,
8003524,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.989392,20.45248,Van Wyk C.M.,349,,3,10,1980,Vera-Later,Bredasdorp. Koloniesbos; Swellendam Forest Station.,Damp places in grass almost under big fallen tree trunk. Common ground orchid ± 10-20cm tall. Flowers yellowish/green with pleasant smell.,0,0,,Swellendam,WC,3320CD,501-2000m,-33.989392,33,59,22,S,20.45248,20,27,9,E,,FALSE,NBG0182719-0,,,
8003443,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.596655,19.60122,Richmond I.,17,,29,9,1954,Vera-Later,Bredasdorp. On Elm road; 2 miles from Baardscheerdersbosch.,Greeny yellow.,0,0,,Bredasdorp,WC,3419DA,501-2000m,-34.596655,34,35,48,S,19.60122,19,36,4,E,,FALSE,NBG0057772-0,,,
8003402,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.230666,19.203899,Marais M., PRE 35846,,30,10,1928,Vera-Later,CALEDON DIST.; BOT RIVER.,,0,0,,Caledon,WC,3419AC,2001-5000m,-34.230666,34,22,30,S,19.203899,19,7,30,E,,FALSE,PRE0051496-0,,,
8003456,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.330246,18.929085,Stehle T.C.,       300B,,14,11,1969,Vera-Later,Caledon Dist.; Hangklip; Kogelberg/Platberg Area.,Vleierig. Blomme geel. Skaars en beperk. recently burnt,518,0,m,Caledon,WC,3418BD,2001-5000m,-34.330246,34,19,49,S,18.929085,18,55,45,E,,FALSE,PRE0813248-0,,,
8003535,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.154093,19.145945,Viviers M.,699,,29,10,1982,Vera-Later,Caledon Dist.; Lebanon Forest Station; Jakkalsrivier.,Local; occasional. In 3 year old veld. With Restioids and Proteoids on red TMS sand/shale; on a 10 deg. E aspect.,914,0,m,Caledon,WC,3419AA,501-2000m,-34.154093,34,9,15,S,19.145945,19,8,45,E,,FALSE,PRE0813308-0,,,
8003498,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.028026,19.013993,Stokoe T.P.,      s.n.,,,9,1946,Vera-Later,Caledon Div.; between Somerset Sneeukop and Dwarsberg.,,0,0,,Caledon - Stellenbosch,WC,3419AA,2001-5000m,-34.028026,34,1,41,S,19.013993,19,0,50,E,,FALSE,SAM0049595-0,,,
8003387,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.332775,18.840098,Lewis G.J.,4785,,,11,1945,Vera-Later,Caledon Div.; Rooiels and Hangklip.,,0,0,,Caledon,WC,3418BD,2001-5000m,-34.332775,34,19,58,S,18.840098,18,50,24,E,,FALSE,SAM0049594-0,,,
8003543,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.375,19.375,Williams I.J.M.,3509,,27,10,1983,Vera-Later,Caledon Division. Hermanus; The Fishery. South slopes of Castle Ridge; East of Aristata Valley.,Leaves and bulbs only; frequent in dense low fynbos under Protea lepidocorpodenderon etc.,70,0,m,Hermanus,WC,3419AD,,-34.375,34,22,30,S,19.375,19,22,30,E,,FALSE,NBG0131458-0,,,
8003544,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.375,19.375,Williams I.J.M.,3342,,12,10,1981,Vera-Later,Caledon Division. Vogelgat; east of Buys-se-Huis.,Dry stony south slopes. Occasional after the fire of 19/12/1981.,65,0,m,,WC,3419AD,,-34.375,34,22,30,S,19.375,19,22,30,E,,FALSE,NBG0123901-0,,,
8003376,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.237376,19.429153,Le Roux E.,10,,22,9,1953,Vera-Later,Caledon.,Cool; damp soil.,0,0,,Caledon,WC,3419AB,2001-5000m,-34.237376,34,14,15,S,19.429153,19,25,45,E,,FALSE,NBG0182643-0,,,
8003492,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.349261,19.658225,Steiner K.E.,1616,,29,9,1987,Vera-Later,Caledon.  Farm Springerskuil.  Altitude: c. 100m.,Uncommon on moist grassy bank stream. Flowers greenish-white with pungent scent.,100,0,m,Caledon,WC,3419BC,2001-5000m,-34.349261,34,20,57,S,19.658225,19,39,30,E,,FALSE,NBG0147157-0,,,
8003450,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.035044,19.60575,Rycroft H.B.,3369,,19,9,1980,Vera-Later,Caledon.  Greyton Nature Reserve.  Platkloof.  South slopes of Riviersonderend mountains.  Altitude: 300-350m.,TMS soil. Lemon-cream. Strongly scented. Scattered.,300,350,m,Caledon,WC,3419BA,501-2000m,-34.035044,34,2,6,S,19.60575,19,36,21,E,,FALSE,NBG0121150-0,,,
8003486,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.211866,19.364552,Steiner K.E.,2043,,10,10,1989,Vera-Later,Caledon.  Road to Villiersdorp; 3.3km W of main Greyton/ Caledon road.,Uncommon on renosterbos burn at edge of pine plantation; clay soil. Flowers yellowish green.,110,0,m,Caledon,WC,3419AB,501-2000m,-34.211866,34,12,43,S,19.364552,19,21,52,E,,FALSE,NBG0148468-0,,,
8003487,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.120316,19.78802,Steiner K.E.,1638,,6,10,1987,Vera-Later,Caledon. 2.1km E of entrance to Farm Soetmelksvlei; common on small renosterbos burn and adjacent moist grassy bank above Riviersonderend River.,Renosterbos. Clay loam soil; 2.1km E of entrance to Farm Soetmelksvlei. Flowers pale yellowish-green.,160,0,m,Caledon,WC,3419BB,501-2000m,-34.120316,34,7,13,S,19.78802,19,47,17,E,,FALSE,NBG0147154-0,,,
8003268,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.324541,18.849871,Barker W.F.,3932,,20,11,1945,Vera-Later,Caledon. Buffels River Valley; Hangklip.,Greenish yellow flowers.,0,0,,Caledon,WC,3418BD,2001-5000m,-34.324541,34,19,28,S,18.849871,18,50,60,E,,FALSE,NBG0057767-0,,,
8003269,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.591972,19.392372,Barker W.F.,8485,,14,11,1954,Vera-Later,Caledon. Fransche Kraal.,Dull-yellow flowers.,0,0,,Hermanus,WC,3419CB,2001-5000m,-34.591972,34,35,31,S,19.392372,19,23,33,E,,FALSE,NBG0057758-0,,,
8003372,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.396978,19.275071,Kurzweil H.,1882,,17,10,1996,Vera-Later,Caledon. Hermanus; Fernkloof Nature Reserve; in the Fernkloof; on the way up to the jeep track. Altitude c200 ft.,Occasional; first year after fire. Flowers pale yellow. Voucher for DNA study at Kew.,200,0,ft,Hermanus,WC,3419AD,<500m,-34.396978,34,23,49,S,19.275071,19,16,30,E,,FALSE,NBG0159038-0,,,
8003314,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.336776,19.005202,De Vos M.P.,1077,,6,11,1948,Vera-Later,Caledon. Kleinmond mountain. Most westerly side. Southerly low.,6 inches high. Flowers light yellow.,0,0,,Caledon,WC,3419AC,2001-5000m,-34.336776,34,20,12,S,19.005202,19,0,19,E,,FALSE,NBG0182311-0,,,
8003337,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.150919,19.138352,Haynes R.A.,442,,30,10,1970,Vera-Later,Caledon. Lebanon Forest Reserve. Jakkalsrivier Catchment. Altitude c. 2600 ft.,N/W aspect on gentle slope among II mth veg. Locally occasional. Yellow flowers.,2600,0,ft,Caledon,WC,3419AA,501-2000m,-34.150919,34,9,3,S,19.138352,19,8,18,E,,FALSE,NBG0182324-0,,,
8003364,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.157812,19.135234,Kruger F.J.,    KR 542,,,10,1967,Vera-Later,Caledon. Lebanon: Catch IId. Altitude c.2;150 ft.,Burnt area. Rather hot and dry rocky montain slopes. Yellow flower. Rather rare.,2150,0,ft,Caledon,WC,3419AA,2001-5000m,-34.157812,34,9,28,S,19.135234,19,8,7,E,,FALSE,NBG0182322-0,,,
8003485,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.125,19.375,Steiner K.E.,1605,,25,9,1987,Vera-Later,Caledon. NW of Caledon on road to Animal Hospital; 3.3km NW of junction with road to Bredasdorp.  Flowers greenish.  Altitude: c. 150m.,Scattered and in one large clump on grassy moist slope in renosterbosveld. Flowers greenish.,150,0,m,,WC,3419AB,,-34.125,34,7,30,S,19.375,19,22,30,E,,FALSE,NBG0147153-0,,,
8003428,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.661382,19.86973,Paterson-Jones J.C.,505,,17,8,1995,Vera-Later,Caledon. On a clay bank on the western side of Voelvlei.  Altitude: ~15m.,Local group of plants with pale yellow flowers.,15,0,m,Bredasdorp,WC,3419DB,501-2000m,-34.661382,34,39,41,S,19.86973,19,52,11,E,,FALSE,NBG0159373-0,,,
8003350,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.306624,18.991663,Jordaan P.G.,      s.n.,,15,10,1932,Vera-Later,Caledon. Perdeberg.,Flowers yellow or sometimes yellow green.,0,0,,Caledon,WC,3418BD,2001-5000m,-34.306624,34,18,24,S,18.991663,18,59,30,E,,FALSE,NBG0182732-0,,,
8003378,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.952282,18.390857,Letty J.C.,178,,,8,1932,Vera-Later,CAPE DIST.; CAMPS BAY.,,0,0,,CAPE,WC,3318CD,501-2000m,-33.952282,33,57,8,S,18.390857,18,23,27,E,,FALSE,PRE0051476-0,,,
8003446,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.058754,18.465198,Rogers F.A.,4735,,,8,1912,Vera-Later,CAPE DIV.; RETREAT.,,0,0,,WYNBERG,WC,3418AB,501-2000m,-34.058754,34,3,32,S,18.465198,18,27,55,E,,FALSE,PRE0051503-0,,,
8003399,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,0,,MacOwan P.,109,,,,,Vera-Later,CAPE FLATS [WITHOUT PRECISE LOCALITY].,[Wide area for point georeferencing.],0,0,,,WC,,,0,,,,S,,,,,E,,FALSE,PRE0051491-0,,,
8003367,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.939309,18.391932,Kurzweil H.,851,,22,8,1986,Vera-Later,Cape Peninsula; Lions Head; next to th Spiral Path above Kloof Nek.  Altitude: 270-370m.,In fynbos; very common. Flowers pale yellow.,270,370,m,Cape,WC,3318CD,501-2000m,-33.939309,33,56,22,S,18.391932,18,23,31,E,,FALSE,NBG0149958-0,,,
8003280,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,0,,Bolus H.,174,,,9,1883,Vera-Later,Cape Peninsula. ,[Wide area],50,0,ft,,WC,,,0,,,,S,,,,,E,,FALSE,SAM0022100-1,,,
8003401,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,0,,MacOwan P.,2463,,,9,1883,Vera-Later,Cape Peninsula. ,[Wide area],0,0,,,WC,,,0,,,,S,,,,,E,,FALSE,SAM0006554-1,,,
8003400,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,0,,MacOwan P.,2463,,,9,1883,Vera-Later,Cape Peninsula. ,[Wide area],0,0,,,WC,,,0,,,,S,,,,,E,,FALSE,SAM0006554-2,,,
8003279,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,0,,Bolus H.,174,,,9,1883,Vera-Later,Cape Peninsula. ,[Wide area],50,0,ft,,WC,,,0,,,,S,,,,,E,,FALSE,SAM0022100-2,,,
8003303,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.952311,18.391128,Cassidy T.J.,20,,8,9,1956,Vera-Later,Cape Peninsula.  Camps Bay.,Very occasional on sandy hillsides.,0,0,,Cape,WC,3318CD,501-2000m,-33.952311,33,57,8,S,18.391128,18,23,28,E,,FALSE,NBG0057764-0,,,
8003340,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.940047,18.389709,Heginbotham M.,107,,9,10,1949,Vera-Later,Cape Peninsula.  Lions Head; south slope.,Greenish yellow.,0,0,,Cape,WC,3318CD,501-2000m,-33.940047,33,56,24,S,18.389709,18,23,23,E,,FALSE,NBG0057776-0,,,
8003267,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.201045,18.374414,Barker W.F.,3891,,10,10,1945,Vera-Later,Cape Peninsula.  Schusters Kraal.,Pale yellow.,0,0,,Simonstown,WC,3418AB,501-2000m,-34.201045,34,12,4,S,18.374414,18,22,28,E,,FALSE,NBG0057761-0,,,
8003264,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.916852,18.403999,Barker W.F.,354,,14,9,1938,Vera-Later,Cape Peninsula.  Signal Hill.,Greenish yellow.,0,0,,Cape,WC,3318CD,501-2000m,-33.916852,33,55,1,S,18.403999,18,24,14,E,,FALSE,NBG0057765-0,,,
8003281,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.916852,18.403999,Bond P.,113,,17,9,1939,Vera-Later,Cape Peninsula.  Signal Hill.,Greenish-yellow; faintly scented. Fairly common.,0,0,,Cape,WC,3318CD,501-2000m,-33.916852,33,55,1,S,18.403999,18,24,14,E,,FALSE,NBG0057760-0,,,
8003507,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.952782,18.428927,Thode J.,8165,,,10,1886,Vera-Later,Cape Peninsula. (Saddleback).  Altitude: 1-2000'.,Bushy places. Several inches high; Flowers yellow.,1000,2000,ft,Cape,WC,3318CD,501-2000m,-33.952782,33,57,10,S,18.428927,18,25,44,E,,FALSE,NBG0182637-0,,,
8003505,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.227614,18.431288,Thode J.,8166,,,9,1886,Vera-Later,Cape Peninsula. Altitude: 500-1000'.,Bushy places. Several inches high. Flowers yellow. Strongly scented.,500,1000,ft,,WC,3418AB,>10000m,-34.227614,34,13,39,S,18.431288,18,25,53,E,,FALSE,NBG0182641-0,,,
8003371,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-34.265616,18.45137,Kurzweil H.,946,,17,8,1986,Vera-Later,Cape Peninsula. Cape Point Nature Reserve; near the top of Rooihoogte.,Locally common in stony ground; in a recently burnt area; flowers yellow.,280,0,m,Simonstown,WC,3418AD,501-2000m,-34.265616,34,15,56,S,18.45137,18,27,5,E,,FALSE,NBG0149952-0,,,
8003547,Orchidacaeae,Pterygodium catholicum (L.) Sw. ,-33.954206,18.439485,Zeyher ,3943,,,,,Vera-Later,Cape Peninsula. Devil's Peak.,Plant height: 2 - 3ft tall.,0,0,,Cape,WC,3318CD,501-2000m,-33.954206,33,57,15,S,18.439485,18,26,22,E,,FALSE,SAM0022103-0,,,
