V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific_Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc,Number of localities,Plant life form ,Growth Form,Growth Form_Vn,Fire response trait,Fire response trait_Vn,,,,,,,,,,
8011190,PRE-373704,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-34.09784,18.851725,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013662,NBG-229636,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-34.042367,24.082442,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013685,NBG-229771,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.998028,18.959885,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013074,NBG-229367,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.994045,18.733213,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013626,NBG-229402,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.991472,18.972981,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012836,PRE-825055,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.991068,18.947449,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012745,PRE-823966,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.989078,18.967677,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012654,PRE-797222,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.988258,18.74552,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013584,NBG-82345,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.98695,18.969075,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013683,NBG-82337,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.986233,18.430336,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013659,NBG-229629,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.975573,18.871332,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013682,NBG-81989,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.974761,19.501213,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013628,NBG-229412,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.971929,19.506089,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013670,NBG-229732,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.969355,19.502607,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012516,PRE-751672,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.967269,19.501524,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013652,NBG-229607,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.954234,18.439663,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013672,NBG-229737,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.945937,18.866726,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013596,NBG-82348,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.922077,19.283346,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013643,NBG-229576,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.904748,19.15726,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8011159,PRE-373656,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.885082,22.431762,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013664,NBG-229710,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.840099,24.927889,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8011244,PRE-373764,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.812742,25.085583,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013642,NBG-127991,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.702498,24.146663,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013586,NBG-82341,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.691431,19.849513,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013623,NBG-82353,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.646835,21.497596,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012469,PRE-729673,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.641268,19.103923,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012319,PRE-714261,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.593009,19.650565,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013603,NBG-128946,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.573836,19.436899,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8011168,PRE-373681,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.548439,19.395447,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012665,PRE-797526,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.500749,20.706263,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013583,NBG-95060,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.438716,18.521222,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013610,NBG-229350,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.374808,21.269668,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8011237,PRE-373757,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.352081,22.046452,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013571,NBG-84682,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.347383,22.443619,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013680,NBG-229763,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.32821,20.61949,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013602,NBG-82334,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.296487,19.248088,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013666,NBG-229719,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.245664,20.528848,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013592,NBG-82333,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.237797,19.338615,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012336,PRE-714315,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-33.233705,19.332696,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8011189,PRE-373703,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-31.688785,18.79706,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8013577,NBG-229305,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-31.371811,19.01595,501-2000m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8011156,PRE-373653,Null,Null,Proteaceae,Protea,Protea repens (L.) L.  ,ProteRepen,-31.37102,19.073875,<500m,71,Perennial shrub,TS ,TS ,OS ,OS ,,,,,,,,,,
8012744,PRE-823962,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.988807,18.966932,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013482,NBG-229108,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.98695,18.969075,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013493,NBG-229122,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.92092,19.524388,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013462,NBG-158894,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.86361,19.294987,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013468,NBG-228744,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.721084,18.927667,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013472,NBG-40855,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.713844,19.793335,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013470,NBG-228753,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.696094,19.074814,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013487,NBG-90753,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.62306,22.861759,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013476,NBG-86272,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.617275,22.938273,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013449,NBG-93028,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.604344,19.853616,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013504,NBG-229143,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.568565,19.625662,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8012290,PRE-694189,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.567777,19.624711,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8012783,PRE-824252,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.398236,21.367969,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8012176,PRE-635521,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.386047,19.669033,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013486,NBG-123361,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.381922,19.668615,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8011689,PRE-376942,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.351349,19.108285,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013499,NBG-84241,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.322856,22.166097,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013506,NBG-229148,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.316553,22.184903,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013484,NBG-229114,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.281284,20.535793,<500m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013502,NBG-114720,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.136561,19.166621,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8012802,PRE-824331,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.033295,19.131306,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013469,NBG-228751,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-33.023966,19.131104,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013466,NBG-110793,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-32.879265,19.411157,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013497,NBG-229127,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-32.510682,19.175443,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013471,NBG-228754,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-32.486012,19.15218,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013505,NBG-229145,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-32.42629,19.205025,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8012862,PRE-825365,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-32.377488,19.147228,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8013455,NBG-82584,Null,Null,Proteaceae,Protea,Protea scolopendriifolia (Salisb. ex Knight) Rourke  ,ProteScolo,-32.366437,19.106701,501-2000m,28,Perennial dwarf shrub,up to 1m,LS,Resprouter,OR,,,,,,,,,,
8014407,NBG-81797,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.593443,19.759144,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8010840,PRE-371336,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.448323,20.668221,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014401,NBG-87795,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.413762,19.240599,<500m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014390,NBG-119910,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.412502,19.219035,<500m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014400,NBG-87796,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.408889,19.350585,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014419,NBG-233508,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.380635,20.574596,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014394,NBG-120474,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.379226,20.558462,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8010839,PRE-371335,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.357635,18.472309,<500m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014397,NBG-57159,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.348762,18.924825,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014406,NBG-233494,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.232542,18.468257,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8012728,PRE-823779,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.162222,19.139287,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014409,NBG-38402,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.150341,19.920027,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014404,NBG-81795,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.150033,19.035348,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8012708,PRE-822082,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.148177,19.140805,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014402,NBG-233490,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.146638,19.1344,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014379,NBG-81794,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.097815,18.46119,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014384,NBG-108936,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.048925,18.98298,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014383,NBG-233475,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.004289,19.322566,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014413,NBG-233502,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-34.002492,20.445604,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014395,NBG-81793,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.986233,18.430336,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014414,NBG-77311,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.982768,18.416082,<500m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014415,NBG-81969,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.981927,20.474361,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014411,NBG-81973,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.981524,18.412718,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8014398,NBG-88819,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.977059,18.419275,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8012223,PRE-662365,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.954234,18.439663,<500m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8010813,PRE-371309,Null,Null,Proteaceae,Protea,Protea speciosa (L.) L.  ,ProteSpeci,-33.906624,19.116064,501-2000m,26,Perennial shrub,MS,MS,Resprouter,OR,,,,,,,,,,
8010885,PRE-372556,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.817818,20.008954,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013880,NBG-230786,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.763377,19.74234,<500m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8012387,PRE-456227,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.734869,19.812499,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013907,NBG-230839,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.682715,19.563184,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013908,NBG-230841,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.673592,20.164734,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013912,NBG-230850,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.658984,19.540011,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8010855,PRE-372457,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.593443,19.759144,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013903,NBG-230831,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.531963,20.404622,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013881,NBG-230790,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.461426,20.344656,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013890,NBG-230816,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.431564,20.682024,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013897,NBG-88659,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.419476,20.631773,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8010882,PRE-372553,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.417772,20.63206,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8012165,PRE-635325,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.400898,20.550152,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013887,NBG-230810,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.39262,21.727963,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013910,NBG-66786,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.364466,21.002947,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013888,NBG-230813,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.339519,21.877437,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013904,NBG-230834,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.288572,21.235112,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8010883,PRE-372554,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.272712,21.393612,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013885,NBG-230805,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.252223,21.502537,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8010857,PRE-372459,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.210088,21.600291,<500m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013914,NBG-82257,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.208828,21.583537,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8010887,PRE-372558,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.206708,21.343574,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013899,NBG-18007,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.195672,21.212913,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013892,NBG-230818,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.186442,21.435406,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8012139,PRE-606471,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-34.184121,21.434594,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8013916,NBG-82258,Null,Null,Proteaceae,Protea,Protea susannae E.Phillips  ,ProteSusan,-33.986233,18.430336,501-2000m,26,Perennial shrub,2-3m,TS ,seeder,OS ,,,,,,,,,,
8002999,PRE0749820-0,Null,Null,Orchidacaeae,Coryciinae,Pterygodium acutifolium Lindl. ,PteryAcuti,-34.763508,19.871994,501-2000m,61,Perennial geophyte herb,GEO ,"PH,GEO ",Resprouter,OR,,,,,,,,,,
8002998,PRE0749818-0,Null,Null,Orchidacaeae,Coryciinae,Pterygodium acutifolium Lindl. ,PteryAcuti,-34.763424,19.872624,501-2000m,61,Perennial geophyte herb,GEO ,"PH,GEO ",Resprouter,OR,,,,,,,,,,
8002932,NBG0212656-0,Null,Null,Orchidacaeae,Coryciinae,Pterygodium acutifolium Lindl. ,PteryAcuti,-34.51583333,19.88111111,GPS,61,Perennial geophyte herb,GEO ,"PH,GEO ",Resprouter,OR,,,,,,,,,,
8003009,NBG0201026-0,Null,Null,Orchidacaeae,Coryciinae,Pterygodium acutifolium Lindl. ,PteryAcuti,-34.360506,18.866765,<500m,61,Perennial geophyte herb,GEO ,"PH,GEO ",Resprouter,OR,,,,,,,,,,
8003026,NBG0056377-0,Null,Null,Orchidacaeae,Coryciinae,Pterygodium acutifolium Lindl. ,PteryAcuti,-34.355661,18.860192,501-2000m,61,Perennial geophyte herb,GEO ,"PH,GEO ",Resprouter,OR,,,,,,,,,,
