"","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc","Longitude.Decimal.1","Latitude.Decimal.1"
"4996",8015757,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,18.9667,"B.Galley",18.9667,-33.9667
"4997",8015756,"","STE PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,18.9833,"B.Galley",18.9833,-33.9667
"4999",8015788,"","STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,19.5167,"B.Galley",19.5167,-33.9667
"5000",8015791,"","PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,20.7,"B.Galley",20.7,-33.9667
"5001",8015794,"","PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,21.2167,"B.Galley",21.2167,-33.9667
"5002",8015809,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,24.1,"B.Galley",24.1,-33.9667
"5003",8015810,"","PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9667,24.2667,"B.Galley",24.2667,-33.9667
"5006",8015759,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.9167,18.9833,"B.Galley",18.9833,-33.9167
"5007",8015802,"","STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.8833,22.0167,"B.Galley",22.0167,-33.8833
"5008",8015804,"","PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.8833,22.4333,"B.Galley",22.4333,-33.8833
"5009",8015807,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.8833,23.8167,"B.Galley",23.8167,-33.8833
"5010",8015806,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.8667,23.7,"B.Galley",23.7,-33.8667
"5011",8015786,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.8666,19.2667,"B.Galley",19.2667,-33.8666
"5012",8015784,"","STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.8167,19.0667,"B.Galley",19.0667,-33.8167
"5013",8015782,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.7667,19.1,"B.Galley",19.1,-33.7667
"5015",8015795,"","STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.7167,21.9333,"B.Galley",21.9333,-33.7167
"5016",8015778,"","BM","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.6667,19.15,"B.Galley",19.15,-33.6667
"5017",8015777,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.6333,19.1333,"B.Galley",19.1333,-33.6333
"5018",8015792,"","PRE STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.6167,21.3167,"B.Galley",21.3167,-33.6167
"5019",8015805,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.6167,22.9333,"B.Galley",22.9333,-33.6167
"5020",8015779,"","NBG","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.6,19.1167,"B.Galley",19.1167,-33.6
"5021",8015787,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.5667,19.6,"B.Galley",19.6,-33.5667
"5022",8015812,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.5667,24.7833,"B.Galley",24.7833,-33.5667
"5023",8015780,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.5167,19.4,"B.Galley",19.4,-33.5167
"5024",8015771,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.4667,19.2833,"B.Galley",19.2833,-33.4667
"5026",8015776,"","NBG","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.3833,19.6333,"B.Galley",19.6333,-33.3833
"5027",8015774,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.3833,19.6667,"B.Galley",19.6667,-33.3833
"5028",8015796,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.35,22.0333,"B.Galley",22.0333,-33.35
"5029",8015799,"","STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.35,22.05,"B.Galley",22.05,-33.35
"5030",8015769,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.1667,19.3167,"B.Galley",19.3167,-33.1667
"5032",8015768,"","PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-33.0167,19.15,"B.Galley",19.15,-33.0167
"5033",8015746,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-32.5333,19.2833,"B.Galley",19.2833,-32.5333
"5034",8015743,"","BOL","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-32.3667,19.15,"B.Galley",19.15,-32.3667
"5035",8015744,"","PRE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-32.3333,19.0667,"B.Galley",19.0667,-32.3333
"5036",8015745,"","STE","","Poaceae","Pentameris","Pentaschistis malouinensis","PentaMalou",-32.2667,19.0833,"B.Galley",19.0833,-32.2667
"5043",8015907,"","ZH","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-34.3167,18.85,"B.Galley",18.85,-34.3167
"5045",8015904,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-34.0333,18.9833,"501-2000m",18.9833,-34.0333
"5046",8015903,"","BM","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-34,18.4,"B.Galley",18.4,-34
"5047",8015906,"","BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-34,19.6667,"B.Galley",19.6667,-34
"5048",8015863,"","STE","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9833,18.4,"B.Galley",18.4,-33.9833
"5049",8015870,"","BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9833,18.4167,"501-2000m",18.4167,-33.9833
"5051",8015891,"","STE","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9833,18.9667,"B.Galley",18.9667,-33.9833
"5052",8015864,"","STE","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9667,18.4167,"<500m",18.4167,-33.9667
"5053",8015866,"","PRE","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9667,18.4333,"501-2000m",18.4333,-33.9667
"5054",8015886,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9667,18.9833,"B.Galley",18.9833,-33.9667
"5056",8015869,"","BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9541,18.4392,"501-2000m",18.4392,-33.9541
"5059",8015888,"","BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9167,18.9833,"B.Galley",18.9833,-33.9167
"5060",8015899,"","PRE","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.9167,19.1667,"B.Galley",19.1667,-33.9167
"5061",8015898,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.7667,19.1,"B.Galley",19.1,-33.7667
"5062",8015895,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.7,19.15,"B.Galley",19.15,-33.7
"5063",8015897,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.5167,19.1167,"B.Galley",19.1167,-33.5167
"5064",8015894,"","BOL","","Poaceae","Pentameris","Pentaschistis pallescens","PentaPalle",-33.4667,19.2833,"B.Galley",19.2833,-33.4667
"5067",8016169,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.7,19.8333,"B.Galley",19.8333,-34.7
"5068",8016167,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.6833,19.5667,"B.Galley",19.5667,-34.6833
"5072",8016168,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.65,19.55,"B.Galley",19.55,-34.65
"5077",8016158,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.4,19.1667,"B.Galley",19.1667,-34.4
"5080",8016208,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.3679,20.5513,"A.Galley",20.5513,-34.3679
"5089",8016231,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.3167,18.85,"B.Galley",18.85,-34.3167
"5093",8016201,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.176,18.9415,"A.Galley",18.9415,-34.176
"5105",8016173,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.0667,20.4667,"B.Galley",20.4667,-34.0667
"5122",8016195,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-34.0167,24.3667,"B.Galley",24.3667,-34.0167
"5127",8016001,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9833,18.4167,"B.Galley",18.4167,-33.9833
"5131",8016052,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9833,18.9667,"B.Galley",18.9667,-33.9833
"5132",8016044,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9833,18.9833,"B.Galley",18.9833,-33.9833
"5133",8016087,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9833,19.3667,"B.Galley",19.3667,-33.9833
"5139",8016041,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9667,18.9667,"B.Galley",18.9667,-33.9667
"5140",8016040,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9667,18.9833,"B.Galley",18.9833,-33.9667
"5141",8016098,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9667,21.2333,"B.Galley",21.2333,-33.9667
"5151",8016120,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9333,24.3333,"B.Galley",24.3333,-33.9333
"5153",8016108,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.9,22.5333,"B.Galley",22.5333,-33.9
"5154",8016104,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8833,22.0167,"B.Galley",22.0167,-33.8833
"5155",8016105,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8833,22.4333,"B.Galley",22.4333,-33.8833
"5157",8016036,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8667,18.5833,"B.Galley",18.5833,-33.8667
"5158",8016092,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8667,20.4333,"B.Galley",20.4333,-33.8667
"5159",8016233,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8667,20.705,"B.Galley",20.705,-33.8667
"5160",8016122,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8667,25.3,"B.Galley",25.3,-33.8667
"5162",8016220,"","GALLEY","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.85,20.8317,"A.Galley",20.8317,-33.85
"5165",8016083,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8167,19.0667,"B.Galley",19.0667,-33.8167
"5166",8016117,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.8,23.65,"B.Galley",23.65,-33.8
"5168",8016114,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.7667,23.1333,"B.Galley",23.1333,-33.7667
"5170",8016033,"","P B","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.7333,18.9333,"B.Galley",18.9333,-33.7333
"5173",8016075,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.6833,19.1,"B.Galley",19.1,-33.6833
"5175",8016107,"","","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.6667,22.65,"B.Galley",22.65,-33.6667
"5176",8015994,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.65,18.45,"B.Galley",18.45,-33.65
"5177",8016121,"","GRA","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.65,25.1,"B.Galley",25.1,-33.65
"5178",8016116,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.6167,23.5333,"B.Galley",23.5333,-33.6167
"5180",8016089,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.5667,19.6,"B.Galley",19.6,-33.5667
"5181",8016091,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.5667,19.6833,"B.Galley",19.6833,-33.5667
"5183",8016232,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.5333,19.1333,"B.Galley",19.1333,-33.5333
"5184",8016076,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.5167,19.1167,"B.Galley",19.1167,-33.5167
"5187",8016067,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.4833,19.2833,"B.Galley",19.2833,-33.4833
"5188",8016066,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.4833,19.4167,"B.Galley",19.4167,-33.4833
"5189",8016230,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.4717,19.2883,"B.Galley",19.2883,-33.4717
"5190",8016095,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.4667,21.2667,"B.Galley",21.2667,-33.4667
"5192",8016068,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.4333,19.45,"B.Galley",19.45,-33.4333
"5194",8016094,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.4167,21.2167,"B.Galley",21.2167,-33.4167
"5195",8016073,"","SAM","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.3833,19.6667,"B.Galley",19.6667,-33.3833
"5196",8016102,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.3833,22.1333,"B.Galley",22.1333,-33.3833
"5199",8016096,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.35,21.9667,"B.Galley",21.9667,-33.35
"5200",8016099,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.35,22.0333,"B.Galley",22.0333,-33.35
"5201",8016100,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.35,22.05,"B.Galley",22.05,-33.35
"5202",8016074,"","NBG","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.3333,19.8667,"B.Galley",19.8667,-33.3333
"5205",8016059,"","NBG","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.2333,19.3333,"B.Galley",19.3333,-33.2333
"5207",8016055,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.1833,19.1167,"B.Galley",19.1167,-33.1833
"5209",8016060,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.1333,19.1833,"B.Galley",19.1833,-33.1333
"5211",8016058,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-33.0167,19.0333,"B.Galley",19.0333,-33.0167
"5213",8015983,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.9,19.0667,"A.Galley",19.0667,-32.9
"5214",8015947,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.8667,18.7333,"B.Galley",18.7333,-32.8667
"5215",8015984,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.85,19.1,"B.Galley",19.1,-32.85
"5219",8015942,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.7667,18.7,"B.Galley",18.7,-32.7667
"5220",8016206,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.7501,19.189,"A.Galley",19.189,-32.7501
"5222",8015933,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.7333,18.7667,"B.Galley",18.7667,-32.7333
"5223",8015982,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.7333,19.0333,"B.Galley",19.0333,-32.7333
"5225",8015979,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.6333,19.15,"B.Galley",19.15,-32.6333
"5226",8015981,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.6333,19.1667,"B.Galley",19.1667,-32.6333
"5228",8015980,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.6167,19.1333,"B.Galley",19.1333,-32.6167
"5230",8015978,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.5167,19.15,"B.Galley",19.15,-32.5167
"5231",8015977,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.4667,19.2667,"B.Galley",19.2667,-32.4667
"5232",8016203,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.4574,19.1209,"A.Galley",19.1209,-32.4574
"5233",8015972,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.4167,19.1667,"B.Galley",19.1667,-32.4167
"5234",8015967,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.4167,19.2,"B.Galley",19.2,-32.4167
"5235",8015966,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.4167,19.2167,"B.Galley",19.2167,-32.4167
"5236",8015974,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.4,19.0833,"B.Galley",19.0833,-32.4
"5237",8016225,"","ZH","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.3838,19.0686,"A.Galley",19.0686,-32.3838
"5240",8015929,"","STE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.3667,18.85,"B.Galley",18.85,-32.3667
"5241",8015975,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.3667,19.0667,"B.Galley",19.0667,-32.3667
"5242",8015969,"","NBG","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.3667,19.1,"B.Galley",19.1,-32.3667
"5243",8015970,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.3667,19.1167,"B.Galley",19.1167,-32.3667
"5244",8015965,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.3667,19.15,"B.Galley",19.15,-32.3667
"5245",8015963,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.35,19.1667,"B.Galley",19.1667,-32.35
"5246",8015971,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.2833,19.1167,"B.Galley",19.1167,-32.2833
"5247",8015953,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.2,19.0667,"B.Galley",19.0667,-32.2
"5248",8015956,"","STE PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.2,19.2167,"B.Galley",19.2167,-32.2
"5249",8015954,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.15,19.0167,"B.Galley",19.0167,-32.15
"5250",8016226,"","GALLEY","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-32.0838,19.0181,"A.Galley",19.0181,-32.0838
"5255",8015916,"","BOL","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-31.9667,18.9,"B.Galley",18.9,-31.9667
"5256",8015922,"","PRE","","Poaceae","Pentameris","Pentaschistis pallida","PentaPalli",-31.7167,19.05,"B.Galley",19.05,-31.7167
"5311",8016322,"","BOL","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-33.05,19.0833,"B.Galley",19.0833,-33.05
"5312",8016323,"","PRE","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-33.0333,19.2833,"B.Galley",19.2833,-33.0333
"5313",8016321,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.7833,19.15,"B.Galley",19.15,-32.7833
"5314",8016328,"","Galley","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.5083,19.1878,"A.Galley",19.1878,-32.5083
"5315",8016320,"","PRE BOL K","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.4833,19.1,"B.Galley",19.1,-32.4833
"5316",8016314,"","PRE STE","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.4833,19.15,"B.Galley",19.15,-32.4833
"5317",8016324,"","ZH","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.4764,19.156,"A.Galley",19.156,-32.4764
"5318",8016319,"","PRE","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.4,19.0833,"B.Galley",19.0833,-32.4
"5319",8016315,"","BOL","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.3667,19.1333,"B.Galley",19.1333,-32.3667
"5320",8016326,"","GALLEY","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.35,19.0856,"A.Galley",19.0856,-32.35
"5321",8016312,"","PRE","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.35,19.1667,"501-2000m",19.1667,-32.35
"5322",8016316,"","PRE","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.3333,19.0667,"B.Galley",19.0667,-32.3333
"5323",8016318,"","BOL","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.2667,19.0833,"B.Galley",19.0833,-32.2667
"5324",8016309,"","BOL","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.2333,19.0667,"B.Galley",19.0667,-32.2333
"5325",8016327,"","ZH","","Poaceae","Pentameris","Pentaschistis pungens","PentaPunge",-32.1585,19.0364,"A.Galley",19.0364,-32.1585
"5371",8016475,"","BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34.0667,19.85,"B.Galley",19.85,-34.0667
"5372",8016473,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34.05,19.0167,"B.Galley",19.0167,-34.05
"5373",8016470,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34.0333,18.9667,"501-2000m",18.9667,-34.0333
"5374",8016467,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34.0333,18.9833,"B.Galley",18.9833,-34.0333
"5375",8016469,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34.0167,18.9833,"501-2000m",18.9833,-34.0167
"5376",8016471,"","BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34.0167,19.0333,"B.Galley",19.0333,-34.0167
"5377",8016474,"","PRE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-34,19.6667,"B.Galley",19.6667,-34
"5378",8016402,"","BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9833,18.9833,"B.Galley",18.9833,-33.9833
"5379",8016401,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9667,18.9667,"B.Galley",18.9667,-33.9667
"5380",8016400,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9667,18.9833,"B.Galley",18.9833,-33.9667
"5381",8016435,"","STE PRE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9667,19.5167,"B.Galley",19.5167,-33.9667
"5382",8016431,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9167,18.9833,"B.Galley",18.9833,-33.9167
"5383",8016437,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9167,20.8667,"B.Galley",20.8667,-33.9167
"5384",8016436,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.9167,20.8833,"B.Galley",20.8833,-33.9167
"5385",8016430,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.8333,19.1667,"B.Galley",19.1667,-33.8333
"5387",8016429,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.75,19.2,"B.Galley",19.2,-33.75
"5388",8016426,"","PRE BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.7,19.1333,"B.Galley",19.1333,-33.7
"5389",8016427,"","NBG SAM PR","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.6667,19.15,"B.Galley",19.15,-33.6667
"5390",8016433,"","BOL PRE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.6167,19.8833,"B.Galley",19.8833,-33.6167
"5391",8016455,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.6167,22.9,"B.Galley",22.9,-33.6167
"5392",8016457,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.6167,23.5333,"B.Galley",23.5333,-33.6167
"5393",8016432,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.5667,19.6,"B.Galley",19.6,-33.5667
"5394",8016462,"","PRE BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.5667,24.7833,"B.Galley",24.7833,-33.5667
"5395",8016428,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.5167,19.3667,"B.Galley",19.3667,-33.5167
"5396",8016419,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.5167,19.3833,"B.Galley",19.3833,-33.5167
"5397",8016407,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4833,19.4167,"B.Galley",19.4167,-33.4833
"5398",8016411,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4667,19.3167,"B.Galley",19.3167,-33.4667
"5399",8016418,"","BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4667,19.4333,"B.Galley",19.4333,-33.4667
"5400",8016417,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4667,19.4667,"B.Galley",19.4667,-33.4667
"5401",8016476,"","ZH","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.457,19.452,"A.Galley",19.452,-33.457
"5402",8016408,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.45,19.3167,"B.Galley",19.3167,-33.45
"5403",8016441,"","","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4167,21.2167,"B.Galley",21.2167,-33.4167
"5404",8016454,"","STE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4167,22.6833,"B.Galley",22.6833,-33.4167
"5405",8016442,"","","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.4,21.3667,"B.Galley",21.3667,-33.4
