"","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc","Longitude.Decimal.1","Latitude.Decimal.1"
"9402",9011496,"1949-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.74,18.94,"B",18.94,-33.74
"9403",9011606,"2059-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.71,19.14,"B",19.14,-33.71
"9404",9011607,"2060-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.68,19.18,"A",19.18,-33.68
"9405",9011608,"2061-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.68,19.19,"A",19.19,-33.68
"9406",9011609,"2062-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.67,19.19,"A",19.19,-33.67
"9407",9011612,"2065-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.66,19.14,"B",19.14,-33.66
"9408",9011613,"2066-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.66,19.15,"A",19.15,-33.66
"9409",9011504,"1957-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.62,19.14,"A",19.14,-33.62
"9410",9011508,"1961-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.6,18.8,"B",18.8,-33.6
"9411",9011511,"1964-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.57,19.14,"B",19.14,-33.57
"9413",9011514,"1967-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.51,19.11,"B",19.11,-33.51
"9414",9011619,"2072-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.49,19.32,"B",19.32,-33.49
"9415",9011620,"2073-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.48,19.31,"B",19.31,-33.48
"9416",9011622,"2075-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.48,19.4,"B",19.4,-33.48
"9418",9011519,"1972-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.44,19.45,"B",19.45,-33.44
"9419",9011520,"1973-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.43,19.43,"B",19.43,-33.43
"9420",9011522,"1975-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.38,19.11,"B",19.11,-33.38
"9421",9011626,"2079-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.38,19.63,"B",19.63,-33.38
"9422",9011524,"1977-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.37,19.65,"A",19.65,-33.37
"9423",9011627,"2080-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.37,19.66,"B",19.66,-33.37
"9425",9011535,"1988-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.23,19.31,"A",19.31,-33.23
"9426",9011536,"1989-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.21,19.3,"B",19.3,-33.21
"9427",9011628,"2081-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.14,19.18,"B",19.18,-33.14
"9428",9011630,"2083-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.14,19.19,"B",19.19,-33.14
"9429",9011538,"1991-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.13,19.17,"B",19.17,-33.13
"9430",9011539,"1992-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.07,19.1,"A",19.1,-33.07
"9433",9011547,"2000-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.8,19.17,"B",19.17,-32.8
"9434",9011554,"2007-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.67,18.5,"B",18.5,-32.67
"9435",9011555,"2008-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.67,18.51,"A",18.51,-32.67
"9436",9011558,"2011-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.63,19.15,"B",19.15,-32.63
"9437",9011560,"2013-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.49,19.14,"A",19.14,-32.49
"9438",9011637,"2090-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.48,19.16,"B",19.16,-32.48
"9439",9011561,"2014-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.47,19.13,"A",19.13,-32.47
"9440",9011562,"2015-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.46,19.12,"A",19.12,-32.46
"9441",9011563,"2016-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.45,19.14,"A",19.14,-32.45
"9442",9011564,"2017-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.41,19.17,"A",19.17,-32.41
"9443",9011565,"2018-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.39,18.83,"B",18.83,-32.39
"9444",9011567,"2020-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.27,19.09,"B",19.09,-32.27
"9447",9011572,"2025-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.19,19.07,"A",19.07,-32.19
"9448",9011574,"2027-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.15,18.99,"A",18.99,-32.15
"9449",9011575,"2028-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.15,19.01,"B",19.01,-32.15
"9450",9011576,"2029-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-32.12,19.17,"A",19.17,-32.12
"9451",9011577,"2030-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-31.77,18.76,"A",18.76,-31.77
"9452",9011578,"2031-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-31.77,18.77,"A",18.77,-31.77
"9487",8007166,"NBG0198424-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.98333333,20.53333333,"GPS",20.53333333,-33.98333333
"9488",8007252,"PRE0612493-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.971629,19.506266,"501-2000m",19.506266,-33.971629
"9489",8007170,"PRE0075500-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.966532,23.907368,"501-2000m",23.907368,-33.966532
"9490",8007169,"PRE0740807-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.957212,21.228828,"501-2000m",21.228828,-33.957212
"9491",8007163,"PRE0623881-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.957108,21.217056,"<500m",21.217056,-33.957108
"9492",8007214,"NBG0205995-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.95444444,21.18638889,"GPS",21.18638889,-33.95444444
"9493",8007188,"PRE0617997-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.94775,20.806765,"501-2000m",20.806765,-33.94775
"9497",8007222,"PRE0747376-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.928688,20.864804,"501-2000m",20.864804,-33.928688
"9498",8007195,"PRE0834547-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.923772,23.120878,"<500m",23.120878,-33.923772
"9499",8007210,"NBG0197364-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.91611111,22.4175,"501-2000m",22.4175,-33.91611111
"9500",8007223,"PRE0568938-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.907583,23.223591,"501-2000m",23.223591,-33.907583
"9501",8007245,"PRE0074091-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.899789,22.37206,"501-2000m",22.37206,-33.899789
"9502",8007228,"PRE0075514-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.89528,25.214755,"501-2000m",25.214755,-33.89528
"9503",8007244,"PRE0074090-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.891118,22.373585,"501-2000m",22.373585,-33.891118
"9504",8007219,"PRE0763319-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.88611111,23.4975,"501-2000m",23.4975,-33.88611111
"9505",8007186,"PRE0075499-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.874676,20.877935,"<500m",20.877935,-33.874676
"9506",8007198,"PRE0679245-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.868682,25.121707,"501-2000m",25.121707,-33.868682
"9509",8007254,"PRE0809616-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.678928,21.65116,"501-2000m",21.65116,-33.678928
"9510",8007233,"PRE0238697-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.631379,25.171385,"501-2000m",25.171385,-33.631379
"9511",8007238,"PRE0514299-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.619171,25.184419,"501-2000m",25.184419,-33.619171
"9512",8007185,"PRE0074085-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.570072,24.785707,"501-2000m",24.785707,-33.570072
"9513",8007220,"PRE0804683-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.559614,20.969446,"501-2000m",20.969446,-33.559614
"9517",8007174,"PRE0728349-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.357675,22.054647,"501-2000m",22.054647,-33.357675
"9518",8007255,"PRE0673723-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.352899,22.048332,"501-2000m",22.048332,-33.352899
"9519",8007173,"PRE0728350-0","","","Restionaceae","Restio","Thamnochortus cinereus H.P.Linder ","ThamnCiner",-33.333694,22.035309,"501-2000m",22.035309,-33.333694
"9688",8007642,"PRE0611117-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-34.66039,19.607061,"<500m",19.607061,-34.66039
"9689",8007702,"PRE0554422-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-34.561384,19.634351,"501-2000m",19.634351,-34.561384
"9699",8007681,"NBG0168743-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-34.263028,19.012279,"501-2000m",19.012279,-34.263028
"9706",8007721,"PRE0075350-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-34.086063,18.424844,"501-2000m",18.424844,-34.086063
"9709",8007704,"PRE0075466-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-34.011637,18.96571,"<500m",18.96571,-34.011637
"9716",8007695,"PRE0075320-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.983894,18.983185,"501-2000m",18.983185,-33.983894
"9717",8007629,"PRE0075337-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.981758,18.428155,"501-2000m",18.428155,-33.981758
"9718",8007628,"PRE0075341-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.98032,18.428717,"501-2000m",18.428717,-33.98032
"9719",8007670,"PRE0075358-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.978399,18.414479,"<500m",18.414479,-33.978399
"9720",8007649,"PRE0833632-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.977939,18.975957,"501-2000m",18.975957,-33.977939
"9721",8007630,"PRE0075338-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.972956,18.421176,"501-2000m",18.421176,-33.972956
"9723",8007620,"PRE0578226-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.954234,18.439663,"<500m",18.439663,-33.954234
"9725",8007611,"PRE0710749-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.935599,19.163908,"501-2000m",19.163908,-33.935599
"9726",8007713,"PRE0075330-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.908146,19.155035,"501-2000m",19.155035,-33.908146
"9727",8007714,"PRE0075328-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.905842,19.156016,"501-2000m",19.156016,-33.905842
"9729",8007710,"PRE0658336-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.816511,19.061686,"501-2000m",19.061686,-33.816511
"9734",8007668,"PRE0075399-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.569074,19.137259,"501-2000m",19.137259,-33.569074
"9736",8007604,"PRE0728833-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.382816,19.289415,"<500m",19.289415,-33.382816
"9738",8007691,"PRE0075372-0","","","Restionaceae","Restio","Thamnochortus lucens (Poir.) H.P.Linder ","ThamnLucen",-33.356392,19.107689,"501-2000m",19.107689,-33.356392
"9975",9007192,"BOL","BOL","","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-33.488478,18.515087,"501-2000m",18.515087,-33.488478
"9976",9007190,"PRE CANB0747249","PRE CANB","0747249","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-33.442553,18.601447,"501-2000m",18.601447,-33.442553
"9982",9007217,"PRE0608756","PRE","0608756","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.8968,19.035553,"501-2000m",19.035553,-32.8968
"9984",9007213,"PRE0067670","PRE","0067670","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.856746,18.737588,"501-2000m",18.737588,-32.856746
"9985",9007247,"BOL","BOL","","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.737324,19.020616,"501-2000m",19.020616,-32.737324
"9990",9007122,"PRE0616362","PRE","0616362","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.306823,19.009111,"501-2000m",19.009111,-32.306823
"9991",9007149,"PRE CANB0710774","PRE CANB","0710774","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.30239,18.94339,"<500m",18.94339,-32.30239
"9992",9007118,"PRE CANB0747253","PRE CANB","0747253","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.219919,18.853665,"<500m",18.853665,-32.219919
"9993",9007165,"PRE0519112","PRE","0519112","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.213281,19.090906,"501-2000m",19.090906,-32.213281
"9996",9007251,"BOL","BOL","","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.137214,19.011656,"501-2000m",19.011656,-32.137214
"9998",9007203,"PRE0747255","PRE","0747255","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.134981,19.030874,"501-2000m",19.030874,-32.134981
"9999",9007112,"PRE0709673","PRE","0709673","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-32.127361,19.039165,"<500m",19.039165,-32.127361
"10003",9007242,"PRE0616370","PRE","0616370","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-31.743683,18.780111,"501-2000m",18.780111,-31.743683
"10004",9007135,"PRE0067677","PRE","0067677","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-31.684355,19.184556,"501-2000m",19.184556,-31.684355
"10007",9007136,"BOL","BOL","","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-31.4,19.0333,"B.Galley",19.0333,-31.4
"10008",9007243,"PRE CANB0709648","PRE CANB","0709648","Poaceae","Tribolium","Tribolium echinatum","TriboEchin",-31.37305,19.015355,"<500m",19.015355,-31.37305
"10022",9007451,"PRE0710832","PRE","0710832","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-34.418469,20.407606,"501-2000m",20.407606,-34.418469
"10023",9007368,"PRE0727085","PRE","0727085","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-34.416728,20.408387,"501-2000m",20.408387,-34.416728
"10031",9007506,"PRE0747264","PRE","0747264","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-34.340838,21.036517,"501-2000m",21.036517,-34.340838
"10033",9007504,"PRE0713478","PRE","0713478","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-34.334613,21.045812,"<500m",21.045812,-34.334613
"10034",9007522,"B","B","","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-34.324849,21.039747,"501-2000m",21.039747,-34.324849
"10061",9007459,"BOL","BOL","","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.955104,18.445454,"501-2000m",18.445454,-33.955104
"10073",9007592,"PRE0019158","PRE","0019158","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.80277,23.174351,"501-2000m",23.174351,-33.80277
"10074",9007449,"PRE0745011","PRE","0745011","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.802024,22.434077,"501-2000m",22.434077,-33.802024
"10077",9007257,"PRE BOL0747261","PRE BOL","0747261","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.721521,23.054085,"<500m",23.054085,-33.721521
"10079",9007279,"PRE0710709","PRE","0710709","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.686673,23.149596,"<500m",23.149596,-33.686673
"10080",9007593,"PRE0067696","PRE","0067696","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.677134,23.147873,"<500m",23.147873,-33.677134
"10082",9007586,"PRE0067698","PRE","0067698","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.641049,23.13553,"<500m",23.13553,-33.641049
"10084",9007412,"PRE0745016","PRE","0745016","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.4507,21.2091,"501-2000m",21.2091,-33.4507
"10089",9007348,"BOL","BOL","","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.3833,19.6667,"B.Galley",19.6667,-33.3833
"10091",9007450,"PRE0463928","PRE","0463928","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.343028,22.041036,"501-2000m",22.041036,-33.343028
"10092",9007347,"PRE0017306","PRE","0017306","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.33267,19.893635,"<500m",19.893635,-33.33267
"10094",9007616,"BOL","BOL","","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.2667,19.8333,"B.Galley",19.8333,-33.2667
"10095",9007264,"PRE0476126","PRE","0476126","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-33.254637,20.32915,"501-2000m",20.32915,-33.254637
"10100",9007477,"PRE0747268","PRE","0747268","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.85595,18.738375,"501-2000m",18.738375,-32.85595
"10101",9007610,"PRE0685328","PRE","0685328","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.853788,18.741773,"501-2000m",18.741773,-32.853788
"10102",9007487,"PRE0067688","PRE","0067688","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.846692,18.731844,"<500m",18.731844,-32.846692
"10103",9007479,"PRE B0710768","PRE B","0710768","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.844461,18.732056,"<500m",18.732056,-32.844461
"10104",9007362,"PRE0607093","PRE","0607093","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.785833,18.746448,"501-2000m",18.746448,-32.785833
"10105",9007541,"PRE0463924","PRE","0463924","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.770411,19.446107,"501-2000m",19.446107,-32.770411
"10107",9007349,"PRE0067691","PRE","0067691","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.630595,19.150727,"<500m",19.150727,-32.630595
"10108",9007353,"PRE0017305","PRE","0017305","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.507605,19.153144,"501-2000m",19.153144,-32.507605
"10109",9007344,"PRE0019156","PRE","0019156","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.412098,19.205049,"501-2000m",19.205049,-32.412098
"10111",9007275,"PRE0616384","PRE","0616384","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.306823,19.009111,"501-2000m",19.009111,-32.306823
"10113",9007355,"BOL","BOL","","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.15,19.0167,"B.Galley",19.0167,-32.15
"10114",9007356,"PRE0616381","PRE","0616381","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.144122,18.948772,"<500m",18.948772,-32.144122
"10115",9007361,"PRE0067702","PRE","0067702","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.14289,19.02383,"501-2000m",19.02383,-32.14289
"10116",9007358,"PRE0067685","PRE","0067685","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.134986,19.001007,"501-2000m",19.001007,-32.134986
"10117",9007454,"PRE0747270","PRE","0747270","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.134981,19.030874,"501-2000m",19.030874,-32.134981
"10118",9007261,"PRE B0710704","PRE B","0710704","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-32.127361,19.039165,"<500m",19.039165,-32.127361
"10120",9007599,"PRE0685045","PRE","0685045","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-31.745494,18.781611,"501-2000m",18.781611,-31.745494
"10122",9007601,"PRE0616376","PRE","0616376","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-31.743683,18.780111,"501-2000m",18.780111,-31.743683
"10124",9007315,"BOL","BOL","","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-31.4,19.0333,"B.Galley",19.0333,-31.4
"10126",9007603,"PRE B0713461","PRE B","0713461","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-31.37305,19.015355,"<500m",19.015355,-31.37305
"10127",9007316,"PRE0067684","PRE","0067684","Poaceae","Tribolium","Tribolium hispidum","TriboHispi",-31.371186,19.02289,"501-2000m",19.02289,-31.371186
"10200",9007978,"PRE0708997","PRE","0708997","Poaceae","Tribolium","Tribolium uniolae","TriboUniol",-34.469699,19.785672,"501-2000m",19.785672,-34.469699
